Name,Birth Year,Genres,Books
A.A. Milne,1882.0,,"['Once on a Time', 'Chloe Marr', 'When We Were Very Young', 'Winnie-the-Pooh (book)', 'Now We Are Six', 'The House at Pooh Corner', 'The Pooh Perplex', 'The Tao of Pooh', 'The Te of Piglet', 'Pooh and the Philosophers', 'Return to the Hundred Acre Wood', 'Finding Winnie', 'Winnie-the-Pooh Meets the Queen', 'Kingdom Hearts: Chain of Memories']"
Florence Atwater,1896.0,,['Our Hospitality']
Philip King,,,
Lucy Maud Montgomery,1874.0,['Canadian literature'],"['Anne of Green Gables', 'Anne of Avonlea', 'Anne of the Island', 'Anne of Windy Poplars', ""Anne's House of Dreams"", 'Anne of Ingleside', 'Rainbow Valley', 'Rilla of Ingleside', 'Emily of New Moon', 'Emily Climbs', ""Emily's Quest"", 'Pat of Silver Bush', 'Mistress Pat', 'The Story Girl', 'The Golden Road (Montgomery novel)', 'Kilmeny of the Orchard', 'The Blue Castle', 'Magic for Marigold', 'A Tangled Web (Montgomery novel)', 'Jane of Lantern Hill', 'Anne of Green Gables', 'Anne of Avonlea', 'Anne of the Island', 'Anne of Windy Poplars', ""Anne's House of Dreams"", 'Anne of Ingleside', 'Rainbow Valley', 'Rilla of Ingleside', 'Emily of New Moon', 'Emily Climbs', ""Emily's Quest"", 'Pat of Silver Bush', 'Mistress Pat', 'The Story Girl', 'The Golden Road (Montgomery novel)', 'Kilmeny of the Orchard', 'The Blue Castle', 'Magic for Marigold', 'A Tangled Web (Montgomery novel)', 'Jane of Lantern Hill', 'The Blythes Are Quoted', 'Anne of Green Gables', 'Anne of Avonlea', 'Anne of the Island', 'Anne of Windy Poplars', ""Anne's House of Dreams"", 'Anne of Ingleside', 'Rainbow Valley', 'Rilla of Ingleside', 'The Blythes Are Quoted']"
Cory Doctorow,1971.0,,"['Down and Out in the Magic Kingdom', 'Eastern Standard Tribe', 'Someone Comes to Town, Someone Leaves Town', 'Makers (novel)', 'Walkaway (Doctorow novel)', 'Little Brother (Doctorow novel)', 'Pirate Cinema (novel)', 'Homeland (Doctorow novel)', 'Radicalized (Doctorow book)', ""Information Doesn't Want to Be Free""]"
Rob Grant,,Comedydramaadventurescience fiction,[]
Matt Beaumont,,,[]
Clive Barker,1952.0,"Horror, fantasy",[]
Beatrice Sparks,1917.0,,"['Go Ask Alice', ""Jay's Journal""]"
Dave Eggers,1970.0,['Nonfiction'],"['What Is the What', 'A Hologram for the King', 'The Circle (Eggers novel)', 'Your Fathers, Where Are They? And the Prophets, Do They Live Forever?', 'Heroes of the Frontier', 'The Every', 'You Shall Know Our Velocity', 'What Is the What', 'The Wild Things', 'A Hologram for the King', 'The Circle (Eggers novel)', 'Your Fathers, Where Are They? And the Prophets, Do They Live Forever?', 'Heroes of the Frontier', 'The Every', 'Tomorrow Most Likely', 'A Heartbreaking Work of Staggering Genius', 'Zeitoun (book)']"
Henry Miller,1891.0,['Autobiographical novel'],"['Moloch: or, This Gentile World', 'Tropic of Cancer (novel)', 'Aller Retour New York', 'Tropic of Capricorn (novel)', 'Quiet Days in Clichy (novel)']"
Peter David,1956.0,,[]
Lois McMaster Bujold,1949.0,['Fantasy'],"['Shards of Honor', 'Barrayar', 'Gentleman Jole and the Red Queen', ""The Warrior's Apprentice"", 'Brothers in Arms (Bujold novel)', 'The Vor Game', 'Cetaganda', 'Memory (Bujold novel)', 'Komarr', 'A Civil Campaign', 'Diplomatic Immunity (novel)', 'Cryoburn', 'Ethan of Athos', 'Falling Free', 'Vorkosigan Saga', ""Captain Vorpatril's Alliance"", 'The Flowers of Vashnoi', 'Horizon (novel)', 'Shards of Honor', ""The Warrior's Apprentice"", 'Ethan of Athos', 'Falling Free', 'Brothers in Arms (Bujold novel)', 'The Vor Game', 'Barrayar', 'Cetaganda', 'Memory (Bujold novel)', 'Komarr', 'A Civil Campaign', 'Diplomatic Immunity (novel)', 'Cryoburn', ""Captain Vorpatril's Alliance"", 'Gentleman Jole and the Red Queen', 'The Flowers of Vashnoi', 'The Curse of Chalion', 'Paladin of Souls', 'The Hallowed Hunt', 'Beguilement (novel)', 'Legacy (Bujold novel)', 'Passage (Bujold novel)', 'Horizon (novel)']"
Christopher Paolini,1983.0,"Fantasy, 
Science fiction","['Eragon', 'Eldest', 'Brisingr', 'Inheritance (Paolini novel)', 'The Inheritance Cycle', 'To Sleep in a Sea of Stars']"
Brian Keene,1967.0,Horror,[]
Daniel F. Galouye,1920.0,['Science fiction novel'],"['Dark Universe (novel)', 'Simulacron-3', 'A Scourge of Screamers', 'The Infinite Man']"
Stephen Baxter,,,
Sheridan Le Fanu,1814.0,"Gothic horror, mystery",[]
Dalton Trumbo,1905.0,,[]
Walter Scott,1771.0,,"['Queenhoo Hall', 'Waverley (novel)', 'Guy Mannering', 'The Black Dwarf (novel)', 'Old Mortality', 'Rob Roy (novel)', 'The Bride of Lammermoor', 'A Legend of Montrose', 'Ivanhoe', 'The Monastery', 'The Abbot', 'Kenilworth (novel)', 'The Pirate (novel)', 'The Fortunes of Nigel', 'Peveril of the Peak', 'Quentin Durward', ""Saint Ronan's Well"", 'Redgauntlet', 'The Betrothed (Scott novel)', 'The Talisman (Scott novel)', 'Woodstock (novel)', 'The Fair Maid of Perth', 'Anne of Geierstein', 'The Lady of the Lake (poem)']"
Dav Pilkey,1966.0,,['The Adventures of Beekle: The Unimaginary Friend']
Steven Barnes,1952.0,['Alternate history'],"['Zulu Heart', 'Zulu Heart']"
Barbara Hambly,1951.0,"Science fiction, fantasy, horror, mystery, historical fiction","['The Time of the Dark', 'The Walls of Air', 'Ishmael (Star Trek)', 'M.A.S.K. (TV series)']"
Dee Henderson,,,[]
Tamora Pierce,1954.0,['Fantasy'],"['Alanna: The First Adventure', 'In the Hand of the Goddess', 'The Woman Who Rides Like a Man', 'Lioness Rampant', 'Wild Magic', 'Wolf-Speaker', 'Emperor Mage', 'The Realms of the Gods', 'First Test', 'Lady Knight', 'Terrier (novel)', 'Bloodhound (novel)', 'Mastiff (novel)', 'Magic Steps', 'Street Magic', 'Shatterglass', 'The Will of the Empress', 'Battle Magic (novel)']"
George R. Stewart,1895.0,,[]
Gael Baudino,,,[]
Robert Forward,1932.0,,"[""Dragon's Egg"", 'Camelot 30K', 'Saturn Rukh']"
Adam Bagdasarian,,,
VÃ­ctor E. VillaseÃ±or,,,
Hans Christian Andersen,1805.0,,"['The Improvisatore', 'The Two Baronesses']"
William Goldman,1931.0,,"['Indecent Proposal', 'The Thing of It Is...', ""Father's Day (novel)"", 'Marathon Man (novel)', 'Brothers (Goldman novel)', 'The Temple of Gold', 'Boys and Girls Together', 'No Way to Treat a Lady (novel)', 'The Princess Bride (novel)', 'Magic (novel)', 'Tinsel (novel)', 'Control (novel)', 'The Silent Gondoliers', 'The Color of Light', 'Tenderloin (musical)', 'A Family Affair (musical)', 'The Temple of Gold', 'Boys and Girls Together', 'No Way to Treat a Lady (novel)', 'The Thing of It Is...', ""Father's Day (novel)"", 'The Princess Bride (novel)', 'Wigger (novel)', 'Marathon Man (novel)', 'Magic (novel)', 'Tinsel (novel)', 'Control (novel)', 'The Silent Gondoliers', 'The Color of Light', 'Heat (Goldman novel)', 'Brothers (Goldman novel)', 'The Season: A Candid Look at Broadway', 'Adventures in the Screen Trade', 'Which Lie Did I Tell?']"
Tom Sharpe,1928.0,,[]
Mel Odom,,,
Richard Wright,,,
Robert R. McCammon,,,['They Thirst']
William Sleator,1945.0,['Science fiction'],"['Blackbriar (novel)', 'House of Stairs (Sleator novel)', 'The Green Futures of Tycho', 'Interstellar Pig', 'The Boy Who Reversed Himself', 'The Duplicate', 'The Spirit House', ""Marco's Millions"", 'Parasite Pig']"
James Ellroy,1948.0,"['Short stories', ' crime fiction']","[""Brown's Requiem (novel)"", 'Clandestine (novel)', 'Blood on the Moon (novel)', 'Because the Night (novel)', 'The Black Dahlia (novel)', 'The Big Nowhere', 'L.A. Confidential', 'White Jazz', 'American Tabloid', 'The Cold Six Thousand', ""Blood's a Rover"", ""LAPD '53"", 'My Dark Places (book)', ""Brown's Requiem (novel)"", 'Clandestine (novel)', 'Killer on the Road', 'Blood on the Moon (novel)', 'Because the Night (novel)', 'Suicide Hill', 'The Black Dahlia (novel)', 'The Big Nowhere', 'L.A. Confidential', 'White Jazz', 'American Tabloid', 'The Cold Six Thousand', ""Blood's a Rover"", 'Perfidia (Ellroy novel)', 'This Storm (novel)', 'Hollywood Nocturnes', 'My Dark Places (book)', ""LAPD '53""]"
Keri Hulme,1947.0,,[]
John Darnton,1941.0,,[]
Paula Danziger,1944.0,,[]
Patrick Larkin,,,
Virginia Henley,1935.0,"Romance, Historical, Erotica",[]
Dan Mahoney,,,
Robert Wiersema,,['Novel'],['Before I Wake (Wiersema novel)']
Louise Cooper,,,[]
Deborah Tannen,1945.0,,[]
Eleanor H. Porter,1868.0,,"['Pollyanna', 'Just David', 'As Aventuras de Poliana']"
Donna Diamond,,,[]
Leslea Newman,1955.0,,[]
Barry Unsworth,1930.0,Novel,[]
Gao Xingjian,1940.0,"Meta-theatre, genre resistant",[]
Graham Swift,1949.0,,[]
Laura Ingalls Wilder,1867.0,"[""Children's historical novel"", ' realistic fiction Family saga Western']","['Little House on the Prairie (novel)', 'Farmer Boy', 'Little House on the Prairie (novel)', 'The Long Winter (novel)', 'The First Four Years (novel)']"
John Rowe Townsend,,,['The Intruder (Townsend novel)']
Trevanian,1931.0,Fiction,[]
Paul Cornell,1967.0,Science fiction,[]
Natalie Babbitt,1932.0,,[]
Penelope Lively,1933.0,"Novels, short stories, children's fiction (notably contemporary fantasy)",[]
James White,,,
Allegra Goodman,1967.0,Literary fiction,[]
Noah Gordon,,,
Poul Anderson,1926.0,,"['The People of the Wind', 'The People of the Wind', 'Orion Shall Rise', 'There Will Be Time', 'Brain Wave', 'After Doomsday', 'The Corridors of Time', 'Operation Chaos (novel)', 'Operation Luna', 'Three Hearts and Three Lions', 'Conan the Rebel', ""The Devil's Game (novel)"", 'Mother of Kings']"
Jhumpa Lahiri,1967.0,,"['Interpreter of Maladies', 'The Namesake (novel)', 'The Lowland', 'The Lowland']"
Cecily von Ziegesar,1970.0,"Drama, comedy, short, romance",[]
Miguel Ángel Asturias,1899.0,"Magic realism, dictator novel",[]
Nancy Varian Berberick,1951.0,fantasy,[]
Paul Golding,1982.0,,"['Lord of the Flies', 'Pincher Martin', 'The Spire', 'The Paper Men', 'The Hot Gates', 'Lord of the Flies', 'The Inheritors (Golding novel)', 'Pincher Martin', 'Free Fall (Golding novel)', 'The Spire', 'The Hot Gates', 'The Pyramid (Golding novel)', 'The Scorpion God', 'Darkness Visible (novel)', 'The Paper Men', 'The Double Tongue']"
James Redfield,,"['Religion', ' thriller', ' crime', ' mystery novel']","['The Celestine Prophecy', 'The Tenth Insight: Holding the Vision', 'The Secret of Shambhala: In Search of the Eleventh Insight']"
Nicci French,1959.0,,[]
AdÃ¨le Geras,,,
Bernard Lewis,1916.0,,[]
Margaret Mahy,1936.0,"Children's picture books, supernatural fiction",[]
Harry F. Saint,,,
Jane Rule,1931.0,"Fiction, non-fiction, essays",[]
Jamaica Kincaid,1949.0,['Memoir'],"['Annie John', 'Lucy (novel)', 'Annie John', 'Lucy (novel)', 'Mr. Potter (novel)']"
Peter Taylor,,,
Max Barry,1973.0,Humour[2],[]
Matthew Kneale,,,['The Stone Tape']
Barbara Taylor Bradford,1933.0,,[]
Colson Whitehead,1969.0,,"['Three Farmers on Their Way to a Dance', ""Prisoner's Dilemma (novel)"", 'The Gold Bug Variations', 'Operation Wandering Soul (novel)', 'Gain (novel)', 'Plowing the Dark', 'The Time of Our Singing', 'Generosity: An Enhancement', 'Orfeo (novel)', 'The Overstory', 'Bewilderment']"
Eric Flint,1947.0,"['Science fiction', ' Alternate History']","['1632 (novel)', '1633 (novel)', '1634: The Baltic War', '1635: The Eastern Front', '1636: The Saxon Uprising', '1634: The Galileo Affair', '1635: The Cannon Law', '1635: The Papal Stakes', '1636: The Kremlin Games', '1634: The Bavarian Crisis', '1635: The Dreeson Incident', ""1636: The Devil's Opera"", '1636: Commander Cantrell in the West Indies', 'Ring of Fire (anthology)', 'Ring of Fire III', '1634: The Ram Rebellion', '1635: The Tangled Web', 'Grantville Gazette II', 'Grantville Gazette III']"
Anne Michaels,1958.0,,[]
Sandra Cisneros,1954.0,,[]
Chris Bohjalian,1962.0,Fiction,[]
Ann-Marie MacDonald,1958.0,,"['Trump: The Art of the Deal', 'Trump: Surviving at the Top', 'Trump: The Art of the Comeback', 'The America We Deserve', 'The Way to the Top', 'Trump 101', 'Why We Want You to Be Rich', 'Think Big and Kick Ass', 'Time to Get Tough', 'Midas Touch (book)', 'Crippled America', 'Trump: The Art of the Deal', 'Trump: Surviving at the Top', 'Trump: The Art of the Comeback', 'The America We Deserve', 'The Way to the Top', 'Trump 101', 'Why We Want You to Be Rich', 'Think Big and Kick Ass', 'Trump Tower (novel)', 'Time to Get Tough', 'Midas Touch (book)', 'Crippled America', 'Trumped! (book)', 'TrumpNation', 'The Conservative Case for Trump', 'The Making of Donald Trump', 'The Plot to Hack America', 'In Trump We Trust', 'The Case for Impeachment', 'Insane Clown President', 'Understanding Trump', 'The Dangerous Case of Donald Trump', ""Devil's Bargain"", 'Let Trump Be Trump', 'Fire and Fury', 'Media Madness', 'The Faith of Donald J. Trump', 'Liars, Leakers, and Liberals', 'Fear: Trump in the White House', 'The Fifth Risk', 'Team of Vipers', 'Siege: Trump Under Fire', 'A Warning (book)', 'A Very Stable Genius', 'Hiding in Plain Sight (Kendzior book)', 'The Room Where It Happened', 'Too Much and Never Enough', 'Melania and Me', 'Hoax (book)', 'Rage (Woodward book)', 'Disloyal: A Memoir', 'Speaking for Myself', 'Landslide (Wolff book)', 'I Alone Can Fix It', 'The Reckoning (Trump book)', 'Peril (book)', ""I'll Take Your Questions Now"", 'Confidence Man: The Making of Donald Trump and the Breaking of America', 'The Divider: Trump in the White House, 2017–2021', 'The Trump Tapes', 'Network of Lies (book)', 'Trump Unauthorized']"
William Faulkner,1897.0,,"[""Soldiers' Pay"", 'Mosquitoes (novel)', 'The Sound and the Fury', 'As I Lay Dying', 'Sanctuary (Faulkner novel)', 'Light in August', 'Pylon (novel)', 'Absalom, Absalom!', 'The Unvanquished', 'If I Forget Thee, Jerusalem', 'The Hamlet', 'Go Down, Moses (book)', 'Intruder in the Dust', 'Requiem for a Nun', 'A Fable', 'The Town (Faulkner novel)', 'The Mansion (novel)', 'The Reivers', 'The Wishing Tree (Faulkner book)']"
Brian Jacques,1939.0,,[]
Nancy Mitford,1904.0,,[]
David Edmonds,,,
Franklin W. Dixon,,,"['The Hardy Boys Detective Handbook', 'The House on the Cliff', 'What Happened at Midnight', 'The Secret Warning', 'The Phantom Freighter', 'Night of the Werewolf', 'The Skyfire Puzzle', 'Cast of Criminals', 'Day of the Dinosaur', 'Crime in the Kennel', 'Cross-Country Crime', 'The Search for the Snow Leopard', 'The Caribbean Cruise Caper', 'A Game Called Chaos', 'Training for Trouble', 'The End of the Trail', 'Crime in the Cards', 'Past and Present Danger', 'Trouble Times Two', 'The Castle Conundrum', 'Passport to Danger (Hardy Boys)', 'Warehouse Rumble', 'Dead on Target (The Hardy Boys)', 'Evil, Inc. (novel)', 'Street Spies', 'The Last Laugh (The Hardy Boys)', 'The Hardy Boys Detective Handbook']"
Susan Hill,1942.0,['Social realism[1]'],"['The Enclosure', 'Do Me a Favour (novel)', 'Gentleman and Ladies', 'A Change for the Better', ""I'm the King of the Castle"", 'Strange Meeting (novel)', 'The Bird of Night', 'In the Springtime of the Year', 'The Woman in Black', 'Air and Angels', 'The Mist in the Mirror', 'Mrs de Winter', 'The Service of Clouds (Hill novel)', 'The Man in the Picture', 'The Beacon (novel)', 'The Small Hand', 'Dolly: A Ghost Story', 'Black Sheep (Hill novel)', 'From the Heart (Hill novel)', 'The Various Haunts of Men', 'The Pure in Heart', 'The Risk of Darkness', 'The Vows of Silence', 'The Albatross', 'The Small Hand']"
B. Traven,,,[]
Steven Mark Sachs,,,
Jacqueline Wilson,1945.0,"[""Children's novel""]","['How to Survive Summer Camp', 'Glubbslyme', 'Take a Good Look (novel)', 'The Story of Tracy Beaker', 'The Suitcase Kid', 'The Mum Minder', 'The Bed and Breakfast Star', 'Double Act (novel)', 'Bad Girls (Wilson novel)', 'The Lottie Project', 'The Illustrated Mum', 'Lizzie Zipmouth', 'Vicky Angel', 'Sleepovers (book)', 'Dustbin Baby', 'Secrets (novel)', 'The Worry Website', 'Midnight (Wilson novel)', 'Best Friends (Wilson novel)', 'The Diamond Girls', 'Clean Break (novel)', 'Love Lessons (novel)', 'Candyfloss (novel)', 'Kiss (Wilson novel)', 'My Sister Jodie', 'Cookie (novel)', 'Hetty Feather', 'Little Darlings (Wilson novel)', 'The Longest Whale Song', 'Lily Alone', 'Sapphire Battersea', 'The Worst Thing About My Sister', 'Four Children and It', 'Katy (novel)', 'Love Frankie']"
DANIELLE STEEL,,,
Kathleen E. Woodiwiss,1939.0,Romance,[]
Wallace Stegner,1909.0,,"['Crossing to Safety', 'Discovery! The Search for Arabian Oil']"
Daniel Wallace,,,
Kate DiCamillo,1964.0,"[""children's book""]","['Bink &amp; Gollie', 'Bink &amp; Gollie']"
Mary Stewart,,,
Daniel Handler,1970.0,['Fiction'],"['Why We Broke Up', 'We Are Pirates']"
Sophocles,,Tragedy,[]
Elia Kazan,1909.0,,[]
Margaret Craven,,,
Daniel Keyes,1927.0,Science fiction,[]
Sophie McKenzie,,,[]
Josephine Hart,,,[]
Paul Stewart,,,
Tennessee Williams,1911.0,,[]
Martin Amis,1949.0,,"['The Rachel Papers (novel)', 'Money (novel)', 'London Fields (novel)', 'The Rachel Papers (novel)', 'Dead Babies (novel)', 'Success (novel)', 'Other People (novel)', 'Money (novel)', 'London Fields (novel)', ""Time's Arrow (novel)"", 'The Information (novel)', 'Night Train (novel)', 'Yellow Dog (novel)', 'House of Meetings', 'The Pregnant Widow', 'Lionel Asbo: State of England', 'The Zone of Interest', 'Inside Story (novel)', 'Invasion of the Space Invaders', 'The War Against Cliché', 'Lucky Jim', 'That Uncertain Feeling (novel)', 'I Like It Here', 'Take a Girl Like You', 'The Anti-Death League', 'Colonel Sun', 'The Green Man (Amis novel)', 'Girl, 20', 'The Alteration', ""Jake's Thing"", 'Stanley and the Women (novel)', 'The Old Devils', 'The Folks That Live on the Hill', 'The Russian Girl', 'The James Bond Dossier', 'The Book of Bond', 'The Further Adventures of Lucky Jim', 'The Old Devils']"
Louise Fitzhugh,1928.0,Children's and young adult fiction,[]
Henry Roth,1906.0,"Fiction, fictional prose",['Call It Sleep']
John Marsden,,,
Kristen Britain,1965.0,,[]
Troy Denning,,"role-playing games, fantasy",[]
Joseph Mitchell,,,
Karen Joy Fowler,,,[]
EMILY CARMICHAEL,,,
Mary Wesley,,,"['The Camomile Lawn', 'Harnessing Peacocks', 'The Vacillations of Poppy Carew', 'Not That Sort of Girl', 'Second Fiddle (novel)', 'A Sensible Life', 'A Dubious Legacy', 'An Imaginative Experience', 'Part of the Furniture', 'The Camomile Lawn', 'Harnessing Peacocks', 'The Vacillations of Poppy Carew', 'Not That Sort of Girl', 'Second Fiddle (novel)', 'A Sensible Life', 'A Dubious Legacy', 'An Imaginative Experience', 'Part of the Furniture']"
Joseph D. Pistone,1939.0,,[]
Walter Mosley,1952.0,,[]
Anita Desai,1937.0,Fiction,[]
Fay Weldon,1931.0,,[]
A. Wimschneider,,,
David McCullough,1933.0,,[]
Holly Thompson,1998.0,['Fantasy'],"['Ironside (Black novel)', 'Black Heart (Black novel)', 'The Coldest Girl in Coldtown', 'The Iron Trial', 'The Copper Gauntlet', 'Tithe (novel)', 'White Cat (novel)', 'Red Glove (novel)', 'Black Heart (Black novel)', 'Doll Bones', 'The Coldest Girl in Coldtown', 'The Darkest Part of the Forest', 'The Iron Trial', 'The Copper Gauntlet']"
Irving Wallace,1916.0,,"['The Prize (novel)', 'The Seven Minutes', 'The Word (novel)', 'The Fan Club', 'The R Document', 'The Celestial Bed', ""The People's Almanac""]"
Steven Paul Martini,,,
Ann Brashares,1967.0,,"['The Little Kingdom', 'Steve Jobs (book)', 'The Bite in the Apple', 'Designed by Apple in California']"
Jerry Pournelle,1933.0,,"['High Justice', 'Birth of Fire', 'Exiles to Glory', 'Janissaries (novel)', 'Starswarm']"
Lauren Weisberger,1977.0,['Chick lit novel'],"['The Devil Wears Prada (novel)', 'Everyone Worth Knowing']"
R. L. Stine,1943.0,Children's literaturehorrorscience fictionfantasyhumorGothic fictiongenre fictiondark fantasythrillersupernatural fiction,[]
Jeffrey Archer,1940.0,"Thriller, drama",[]
Thomas B. Costain,1885.0,Historical fiction,[]
Joe Haldeman,1943.0,,"['The Hemingway Hoax', 'Planet of Judgment', 'World Without End (Haldeman novel)', 'Worlds (novel)', 'Worlds Apart (novel)']"
Julia Álvarez,1950.0,,[]
Rob Swigart,,,[]
Steven Brust,1955.0,,"['Yendi (novel)', 'Teckla', 'Phoenix (novel)', 'Athyra', 'Orca (novel)', 'Dzur (novel)', 'Jhegaala', 'Iorich', 'Tiassa', 'Hawk (novel)', 'Vallista', 'Tsalmoth', 'The Phoenix Guards', 'Five Hundred Years After', 'To Reign in Hell', 'Good Guys (Brust novel)', 'Jhereg', 'Yendi (novel)', 'Teckla', 'Taltos (Brust novel)', 'Phoenix (novel)', 'Athyra', 'Orca (novel)', 'Dragon (Brust novel)', 'Dzur (novel)', 'Jhegaala', 'Iorich', 'Tiassa', 'Hawk (novel)', 'Vallista', 'Tsalmoth', 'The Phoenix Guards', 'Five Hundred Years After', 'The Baron of Magister Valley', 'Brokedown Palace (novel)', 'To Reign in Hell', 'Songs from The Gypsy']"
Ellen Hopkins,1955.0,Young adult/Adult,[]
Yasunari Kawabata,1899.0,,"['The Scarlet Gang of Asakusa', 'The House of the Sleeping Beauties', 'The Old Capital']"
David Weber,1952.0,"Science fiction (esp. military science fiction), fantasy, alternate history)",[]
Paul Auster,1947.0,,"['In the Country of Last Things', 'Moon Palace', 'The Music of Chance', 'Leviathan (Auster novel)', 'Mr. Vertigo', 'Timbuktu (novella)', 'The Book of Illusions', 'Oracle Night', 'The Brooklyn Follies', 'Travels in the Scriptorium', 'Burning Boy: The Life and Work of Stephen Crane', 'The New York Trilogy', 'In the Country of Last Things', 'Moon Palace', 'The Music of Chance', 'Leviathan (Auster novel)', 'Mr. Vertigo', 'Timbuktu (novella)', 'The Book of Illusions', 'Oracle Night', 'The Brooklyn Follies', 'Travels in the Scriptorium', 'Man in the Dark (novel)', 'Invisible (Auster novel)', 'Sunset Park (novel)', '4 3 2 1 (novel)', 'The Inner Life of Martin Frost', 'The Story of My Typewriter']"
J. D. Robb,1950.0,"Romance, fantasy, suspense","['Naked in Death', 'Glory in Death', 'Vengeance in Death', 'Conspiracy in Death', 'Loyalty in Death', 'Purity in Death', 'Portrait in Death', 'Remember When (novel)', 'Origin in Death', 'Memory in Death', 'Promises in Death', 'Treachery in Death', 'Festive in Death', 'Vision in White', 'Bed of Roses (novel)', 'Sea Swept', 'Carolina Moon (novel)']"
John J. Nance,1946.0,"Aviation-based novels, non-fiction",[]
Nancy Taylor Rosenberg,,,[]
Peter Telep,1965.0,Science fiction,"['Submarine (Clancy book)', 'Fighter Wing: A Guided Tour of an Air Force Combat Wing', 'Marine (book)', 'The Hunt for Red October', 'Patriot Games', 'The Cardinal of the Kremlin', 'Clear and Present Danger', 'The Sum of All Fears', 'Debt of Honor', 'Executive Orders', 'The Bear and the Dragon', 'Red Rabbit', 'The Teeth of the Tiger', 'Without Remorse', 'Rainbow Six (novel)', ""Tom Clancy's Op-Center (novel)"", ""Tom Clancy's Op-Center: Mirror Image"", ""Tom Clancy's Net Force Explorers: Virtual Vandals"", ""Tom Clancy's Net Force Explorers: The Deadliest Game"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Splinter Cell"", ""Tom Clancy's Ghost Recon"", 'The Hunt for Red October', 'Patriot Games', 'The Cardinal of the Kremlin', 'Clear and Present Danger', 'The Sum of All Fears', 'Without Remorse', 'Debt of Honor', 'Executive Orders', 'Rainbow Six (novel)', 'The Bear and the Dragon', 'Red Rabbit', 'The Teeth of the Tiger', 'Dead or Alive (novel)', 'Locked On (novel)', 'Against All Enemies (novel)', 'Threat Vector', 'Command Authority', 'Support and Defend', 'Commander in Chief (novel)', 'True Faith and Allegiance', 'Under Fire (Blackwood novel)', 'Duty and Honor (novel)', 'Point of Contact (novel)', 'Line of Sight (novel)', 'Enemy Contact', 'Firing Point', 'Power and Empire', 'Oath of Office (novel)', 'Code of Honor (Cameron novel)']"
Lisa Alther,,,['Kinflicks']
Tony Vigorito,,Fictional prose,[]
Anne Fine,1947.0,Children's literature (all ages); black comedy,[]
Douglas Preston,1956.0,"Thriller, techno-thriller, adventure, nonfiction","['The Codex (novel)', 'Blasphemy (Preston novel)', 'Impact (novel)', 'Mount Dragon', 'Riptide (novel)', 'Thunderhead (Preston and Child novel)', 'The Ice Limit', 'Relic (novel)', 'The Cabinet of Curiosities', 'Still Life with Crows', 'Brimstone (Preston and Child novel)', 'Brimstone (Preston and Child novel)', 'Dance of Death (novel)', 'The Book of the Dead (novel)', 'The Wheel of Darkness', 'Cemetery Dance (novel)', 'Fever Dream (Preston and Child novel)', 'Fever Dream (Preston and Child novel)', 'Cold Vengeance (novel)', 'Two Graves', 'Blue Labyrinth', 'Crimson Shore', 'The Obsidian Chamber', 'City of Endless Night', 'Verses for the Dead', 'Relic (novel)', 'The Cabinet of Curiosities', 'Still Life with Crows', 'Brimstone (Preston and Child novel)', 'Dance of Death (novel)', 'The Book of the Dead (novel)', 'The Wheel of Darkness', 'Cemetery Dance (novel)', 'Fever Dream (Preston and Child novel)', 'Cold Vengeance (novel)', 'Two Graves', 'White Fire (novel)', 'Blue Labyrinth', 'Crimson Shore', 'The Obsidian Chamber', 'City of Endless Night', 'Verses for the Dead', ""Gideon's Sword"", ""Gideon's Corpse"", 'Beyond the Ice Limit', 'Mount Dragon', 'Riptide (novel)', 'The Codex (novel)', 'Tyrannosaur Canyon', 'Tyrannosaur Canyon', 'Blasphemy (Preston novel)', 'Impact (novel)', 'The Kraken Project', 'Deep Storm', 'Terminal Freeze', 'The Third Gate', 'Utopia (Child novel)']"
Conrad Richter,1890.0,,"['The Sea of Grass', 'The Trees (Richter novel)', 'The Fields (novel)', 'The Light in the Forest']"
Judith Krantz,1928.0,,[]
Graham Masterton,,,[]
David James Duncan,1952.0,,[]
Leonard Cohen,1934.0,,[]
Reginald Hill,1936.0,['Crime novella'],"['A Clubbable Woman', 'An Advancement of Learning', 'Ruling Passion', 'An April Shroud', 'A Pinch of Snuff (novel)', 'A Killing Kindness', 'Bones and Silence', 'Recalled to Life (novel)', 'Pictures of Perfection', 'Good Morning, Midnight (Hill novel)', 'Who Guards a Prince?', ""Traitor's Blood"", 'A Clubbable Woman', 'An Advancement of Learning', 'Ruling Passion', 'An April Shroud', 'A Pinch of Snuff (novel)', 'A Killing Kindness', 'Bones and Silence', 'One Small Step (novella)', 'Recalled to Life (novel)', 'Pictures of Perfection', 'Good Morning, Midnight (Hill novel)']"
Walker Percy,1916.0,,"['The Moviegoer', 'The Last Gentleman (novel)', 'Love in the Ruins', 'Lancelot (novel)', 'The Second Coming (Percy novel)', 'The Thanatos Syndrome', 'The Message in the Bottle', 'Lost in the Cosmos']"
D. B. C. Pierre,1961.0,"Satire, dark comedy, allegory",[]
Mo Hayder,1962.0,['Thriller novel'],['Pig Island (novel)']
Donna Tartt,1963.0,,[]
