Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Venus on the Half-Shell,Philip José Farmer,1975,['Science fiction'],,,,122,False,False,,,
Jesus on Mars,Philip José Farmer,1979,,,,,,,,,,
Dark Is the Sun,Philip José Farmer,1979,['Science fiction'],"By the year 15 billion AD, Earth's species have evolved to the point of being super-selected to a purpose. Every form has a sentient representative: animal, plant, and mineral. Pairing of sentient beings, including humans, is controlled by the use of ""Soul Eggs"" which are given shortly after birth, worn from the neck and when held up to another belonging to a potential mate will sync in pattern and color to approve marriage. Many times through Earth's existence it faced its end, but each time this event occurred, humanity was at a high point in intelligence and was able to rescue Earth from annihilation. When the sun died, they ignited the moon, and later when the moon died, the Earth was moved to safety. But now Earth's death is approaching during a time when humanity's technological levels are at a low point.
",,,405,False,False,,,
Greatheart Silver,Philip José Farmer,1982,,,,,,,,,,
Nostradamus Ate My Hamster,Robert Rankin,1996,['Fantasy novel'],,,,,False,True,,,
The Dance of the Voodoo Handbag,Robert Rankin,1998,['Fantasy novel'],,,,,False,False,,,
Apocalypso (novel),Robert Rankin,1998,"['Horror', ' Fantasy novel']",,,,289,False,False,,The Dance of the Voodoo Handbag,Snuff Fiction
Waiting for Godalming,Robert Rankin,2000,['Fantasy novel'],,,,279,False,False,,,
The Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,2002,['Fantasy'],"Jack is all set to discover the city beyond his small town. He meets a farmer on his way who warns him against going to the city. Jack however turns a deaf ear and continues his journey. The farmer tries to kill him for his meal, but Jack eventually escapes with his horse, leaving the hungry farmer in the pit.
",,,352,False,False,,,The Toyminator
The Witches of Chiswick,Robert Rankin,2003,['Fantasy novel'],"Working in a dystopian 23rd century, William Starling finds a painting, The Fairy Feller's Master-Stroke by Richard Dadd  from the 19th Century with the image of a digital watch hidden within it. William takes a drug which confers the ability to tap into ancestral memories.  After learning of events occurring in the 19th century, William and Tim are attacked by a Babbage robot sent from the past, and William escapes to the past via the robot's time machine.
",,,336,False,True,,,Knees Up Mother Earth
The Toyminator,Robert Rankin,2006,['Fantasy novel'],,,,320,False,True,,The Hollow Chocolate Bunnies of the Apocalypse,
The Family Arsenal,Bruce Chatwin,1976,['Thriller'],,,,309,False,False,,,
Millroy the Magician,Bruce Chatwin,1993,,"The book concerns lonely teenager Jilly Farina and her relationship with Millroy. He is performing and calls her out of the audience and tells her he will train her to be his assistant. Millroy leaves the travelling fair and together with Jilly embarks on a mission to transform the food habits of America; converting them to Bible-based vegetarianism and promising his followers that they will live to be 200. His evangelical fervour is backed up by miraculous tricks but attracts growing opposition. He goes on to create a top-rating television show and chain of 'Day One' diners staffed by young volunteers. As his public success grows Jilly becomes increasingly uncomfortable in her role as his confidante.
",,,,False,False,,,
The Selfish Gene,Richard Dawkins,1976,,,,,224,False,False,,,The Extended Phenotype
The Extended Phenotype,Richard Dawkins,1982,,,,,307,False,False,,The Selfish Gene,The Blind Watchmaker
The Blind Watchmaker,Richard Dawkins,1986,,,,,,False,True,,The Extended Phenotype,River Out of Eden
River Out of Eden,Richard Dawkins,1995,,,,,172,False,False,,The Blind Watchmaker,Climbing Mount Improbable
Climbing Mount Improbable,Richard Dawkins,1996,,,,,340,False,False,,River out of Eden,Unweaving the Rainbow
Unweaving the Rainbow,Richard Dawkins,1998,,,,,336,False,False,,Climbing Mount Improbable,A Devil's Chaplain
A Devil's Chaplain,Richard Dawkins,2003,,,,,264,False,False,,Unweaving the Rainbow,The Ancestor's Tale
The Ancestor's Tale,Richard Dawkins,2004,,,,,67318002,False,False,,A Devil's Chaplain,The God Delusion
The God Delusion,Richard Dawkins,2006,,,,,464,True,False,,,
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009,,,,,470,True,False,,The God Delusion,The Magic of Reality: How We Know What's Really True[1][2]
The Magic of Reality,Richard Dawkins,2011,,,,,272,False,False,,The Greatest Show on Earth: The Evidence for Evolution,An Appetite for Wonder
Flights of Fancy: Defying Gravity by Design and Evolution,Richard Dawkins,2021,,,,,294,False,False,,Books Do Furnish a Life: Reading and Writing Science,
Dawkins vs. Gould,Richard Dawkins,2001,,,,,205,False,False,,Thought in a Hostile World: The evolution of human cognition (2003),What is Biodiversity (2008)
The Root of All Evil?,Richard Dawkins,2006,,,,,,False,True,,,
Pollen (novel),Jeff Noon,1995,['Science fiction'],"Pollen is the sequel to Vurt and concerns the ongoing struggle between the real world and the virtual world. When concerning the virtual world, some references to Greek mythology are noticeable, including Persephone and Demeter, the river Styx and Charon, and Hades (portrayed by the character John Barleycorn). The novel is set in Manchester.
",,,327,False,False,Vurt series,Vurt,Automated Alice
Nymphomation,Jeff Noon,1997,"['Science fiction', ' fantastic']","Nymphomation tells the story of a lottery in Manchester and a group attempting to crack the secrets of that lottery, but it also sets the background for much of the mythology found in Noon's previous novels.
",,,362,False,False,Vurt series,Automated Alice,Pixel Juice
Needle in the Groove,Jeff Noon,2000,['Science fiction'],,,,288,False,False,,Pixel Juice,Cobralingus
The Duke and I,Julia Phillips,2000,"['Fiction', ' Romance', ' Historical fiction']",,,,384,True,False,Bridgertonseries,,The Viscount Who Loved Me
The Viscount Who Loved Me,Julia Phillips,2000,"['Fiction', ' Romance', ' Historical fiction']","In 1814, after years as one of the most notorious rakes of the ton, Anthony, The Viscount Bridgerton, decides to settle down and carry on the family line. Haunted by his father's death at a young age from a bee sting, Anthony now believes, albeit irrationally, that he will die young too, and does not want the complication of falling in love.
",,,354,True,False,Bridgertonseries,The Duke and I,An Offer from a Gentleman
On the Way to the Wedding,Julia Phillips,2006,"['Fiction', ' Romance', ' Historical Fiction']","Quinn noted that the title was derived from A Funny Thing Happened on the Way to the Forum.  Some of the heroine's slightly obsessive-compulsive tendencies were taken directly from traits of Quinn and her husband.[4]
",,,371,True,False,Bridgertonseries,,The Bridgertons: Happily Ever After
The Secret Diaries of Miss Miranda Cheever,Julia Phillips,2007,,,,,,,,,,
The Secrets of Sir Richard Kenworthy,Julia Phillips,2015,['Regency romance'],"Julia Quinn is one of only 15 writers inducted into the Romance Writers of America's Hall of Fame. She specializes in Regency romances, and her novels share a fictional universe.  Characters from one novel are often mentioned in others.[1][2]
",,,,True,False,,,
Sartor Resartus,Thomas J. Stanley,1831,"['Comic novel', ' sui generis']","Archibald MacMechan surmised that the novel's invention had three literary sources. The first of these was A Tale of a Tub by Jonathan Swift, whom Carlyle intensely admired in his college years, even going by the nicknames ""Jonathan"" and ""The Dean"". In that work, the three main traditions of Western Christianity are represented by a father bestowing his three children with clothes they may never alter, but proceed to do so according to fashion.[2] Carlyle's second influence, according to MacMechan, was his own work in translating Goethe, particularly Wilhelm Meister's Apprenticeship, The Sorrows of Young Werther, and Faust, all of which Carlyle quotes and explicitly refers to, especially when Teufelsdröckh names his own crisis ""The Sorrows of Young Teufelsdröckh"". The third major influence was Tristram Shandy from which Carlyle quotes many phrases, and to which he referred in earlier letters.[3]
",,,,False,False,,,
"On Heroes, Hero-Worship, &amp; the Heroic in History",Thomas J. Stanley,1841,,,,,,False,False,,,
Past and Present (book),Thomas J. Stanley,1843,['Non-fiction'],,,,,False,False,,,
Oliver Cromwell's Letters and Speeches,Thomas J. Stanley,1845,,,,,,False,False,,,
Reminiscences (Carlyle),Thomas J. Stanley,1881,['Autobiography'],,,,,False,False,,,
A Complete Collection of Genteel and Ingenious Conversation,Jonathan Swift,1738,,,,,,,,,,
A Tale of a Tub,Jonathan Swift,1704,['Prose and tragedy'],,,,,False,False,,,
The New Gulliver,Jonathan Swift,1935,,"The story, a Communist re-telling of the 1726 novel Gulliver's Travels by Jonathan Swift, is about a young boy who dreams of himself as a version of Gulliver who has landed in Lilliput suffering under capitalist inequality and exploitation.
",,,,False,True,,,
The Dice Man,George Cockcroft,1971,,"
As stated at the Hitchhiker's Guide to the Galaxy user site:",,,305,False,False,,,The Search for the Dice Man
The Book of est,George Cockcroft,1976,['Fiction'],,,,271,False,False,,,
Adventures of Wim,George Cockcroft,1986,"['Comedy', ' Philosophical novel']","The book is composed of sections taken from other, fictional books. The preface to the book claims that it was written in Deya, Majorca, in 2326. According to the book, an entire industry has grown up publishing books about a Montauk named Wim - including The Gospel According to Luke (Luke Forth, not Luke Rhinehart) and the screenplay of a movie. The screenplay is possibly in there as a result of Luke Rhinehart's continuing frustration in trying to get The Dice Man turned into a good movie. Adventures of Wim, then, is an effort to create a new interpretation of the story of Wim, drawing on the many previous efforts, and so providing a multi-faceted and whimsical account of 'one of the greatest figures in the 20th and 21st Century'.
",,,320452,False,False,,,
Invasion (Rhinehart novel),George Cockcroft,2016,['Science fiction'],"Aliens from a parallel universe suddenly appear to 'have fun' on the Earth. Fisherman Billy Morton lives in Greenport on Long Island with his lawyer wife Carlita and two sons Jimmy and Lucas. An alien jumps from the sea onto his fishingboat, at first he believes it to be a 'funny fish', but it is covered in short silver hair the size of a beach ball. The alien accompanies him home where his sons called it an 'FF' and they name him Louis, who begins to watch television and then uses the home computer. News of the aliens around the world reaches the FBI, who then pinpoints Billy's house as being the source of hacking the government and corporations, stealing money from banks to give to others, making the world a fairer place. Louie and his accomplices try and change the economic and military systems but he American government soon decides that the aliens are terrorists and go on the offensive to stop them...
",,,,False,False,,,
Daddy-Long-Legs (novel),Jean Webster,1912,['Young adult'],"Jerusha Abbott was brought up at the John Grier Home, an old-fashioned orphanage. The children were completely dependent on charity and had to wear other people's cast-off clothes. Jerusha's unusual first name was selected by the matron from a gravestone (she hates it and uses ""Judy"" instead), while her surname was selected out of the phone book.
",,,,False,True,,,Dear Enemy
Dear Enemy (novel),Jean Webster,1915,['Young Adult'],"As Daddy-Long-Legs traced Judy Abbott's growth from a young girl into an adult, Dear Enemy shows how Sallie McBride grows from a frivolous socialite to a mature woman and an able executive. It also follows the development of Sallie's relationships with Gordon Hallock, a wealthy politician, and Dr. Robin MacRae, the orphanage's physician. Both relationships are affected by Sallie's initial reluctance to commit herself to her job, and by her gradual realization of how happy the work makes her and how incomplete she'd feel without it. The daily calamities and triumphs of an orphanage superintendent are wittily described, often accompanied by the author's own stick-figure illustrations.
",,,,False,False,,Daddy-Long-Legs,
The Cremator,Bohumil Hrabal,1969,,"The film takes place against the backdrop of the political radicalization of Europe during the 1930s, more specifically the demise of the golden era of the First Czechoslovak Republic and the installation of the Protectorate of Bohemia and Moravia under Nazi Germany in 1939. Spiritually, it is set in the aftermath of the death of Thubten Gyatso, the 13th Dalai Lama, in 1933.
",,,,False,True,,,
An Open Swimmer,Tim Winton,1982,,"Set in three distinct parts, An Open Swimmer is a 'coming of age' novel; it details the late-teen life of a young man named Jerra Nilsam. A considerable part of the novel describes the camping trip taken by Jerra and his childhood friend, Sean. On this camping trip, Jerra and Sean meet an old man living in a shack on the beach near their camp site. As the story progresses, it becomes apparent that the old man had murdered his wife in a similar shack on a nearby beach by burning it down with her inside. Many sub-plots are scattered throughout this book in the form of spontaneous paragraphs and dialogues between unnamed characters (but presumably one of them is Jerra).
",,,173,False,False,,–,Shallows
Shallows,Tim Winton,1984,,,,,235,False,False,,An Open Swimmer,"That Eye, The Sky"
In the Winter Dark,Tim Winton,1988,,,,,132,False,True,,,
Cloudstreet,Tim Winton,1991,,"In 1943, precipitated by separate personal tragedies, two poor families, the Lambs and the Pickles, flee their rural homes to share a large house called Cloudstreet in Perth, Western Australia.[2] The Pickles include the father, Sam, the mother, Dolly, and their three children, Ted, Rose, and Chub. The Lambs are led by father, Lester, and mother, Oriel, and they have six children, Hattie, Elaine, Mason (nicknamed ""Quick""), Samson (nicknamed “Fish”), Red and Lon. The Pickles own Cloudstreet, but rent half of the house to the Lambs, who open a grocery store on the ground floor of the house.[3] The two families contrast each other; the devoutly religious Lambs find meaning in hard work and God's grace, while the Pickles hope for good luck and do not share the Lambs' appetite for hard work.[4] The novel focuses on the experiences and relationships of these two families over a period of 20 years.[2]
",,,426,False,False,,In the Winter Dark,The Riders
The Riders,Tim Winton,1994,['Fiction'],"The Riders tells the story of an Australian man, Fred Scully, and his seven-year-old daughter Billie. Scully, as he is known, and his wife, Jennifer, have planned to move from Australia to a cottage they have purchased in Ireland. His wife and daughter are due to arrive in Ireland, but at the airport only Billie arrives, traumatised and unable to tell her father what has happened or why her mother put her on the plane alone. The story follows Scully and Billie as they travel around Europe retracing the steps of their previous travel, trying to find Jennifer and work out why she left them.[1]
",,,377,False,True,,,
Blueback (novel),Tim Winton,1997,,,,,,,,,,
Dirt Music,Tim Winton,2001,,"Georgie, the heroine of the book, becomes fascinated while watching a stranger attempting to poach fish in an area where nobody can maintain secrets for very long. Disillusioned with her relationship with the local fisherman legend Jim Buckridge, she contrives a meeting with the stranger and soon passion runs out of control between two bruised and emotionally fragile people.
",,,465,False,True,,,
Breath (novel),Tim Winton,2008,,"The novel is set in a small Western Australian logging village named Sawyer, near the fictional coastal town of Angelus, which has featured in several of Winton's works, including Shallows and The Turning. It is narrated by Bruce ""Pikelet"" Pike, a divorced, middle-aged paramedic, and takes the form of a long flashback in which he remembers childhood experiences of friendship with another boy, of surfing under the mentorship of an older surfing champion, and of repeated statutory rape by the older surfer's wife. The main events of the novel takes place in the 1970s.
",,,215,False,True,,Dirt Music,
Eyrie (novel),Tim Winton,2013,['Novel'],"Tom Keely is alone, living at the top of the Mirador apartments, a highrise in Fremantle, Western Australia.  Once a high-powered, environmental activist, he is now divorced and destitute. ""Tim Winton's heart-stopping, exhilarating Eyrie asks how, in an impossibly compromised world, we can ever hope to do the right thing.""[1]
",,,432,False,False,,Breath,
The Collected Shorter Novels of Tim Winton,Tim Winton,1995,,,,,,,,,,
Jesse (picture book),Tim Winton,1988,,,,,,,,,,
The Bugalugs Bum Thief,Tim Winton,1991,,,,,,,,,,
Lammas Night,Katherine Kurtz,1983,['Fantasy novel'],"Lammas Night tells the story of a group of English witches who act to save their country from Nazi attack during the Second World War. Woven within the story of their efforts are the visions and fragmented memories of a male witch, who gradually comes to realize his role in an ancient cycle of royal death, reincarnation, and sacrifice.
",,,438,False,False,,,
Lucky Jim,Kingsley Amis,1954,,"Jim Dixon is a lecturer in medieval history at a red brick university in the English Midlands. He has made an unsure start and, towards the end of the academic year, is concerned about losing his probationary position in the department. In his attempt to be awarded a permanent post he tries to maintain a good relationship with his absent-minded head of department, Professor Welch. To establish his credentials he must also ensure the publication of his first scholarly article, but he eventually discovers that the editor to whom he submitted it has translated it into Italian and passed it off as his own.
",,,256,False,True,,,
For Special Services,Kingsley Amis,1982,['Spy fiction'],"In June 1941 General William Donovan was appointed by Franklin D. Roosevelt to the position of Coordinator of Information (COI), a position that later transformed into the chairmanship of the Office of Strategic Services (OSS). Upon request by Donovan, Ian Fleming was contacted to write a lengthy memorandum describing the structure and functions of a secret service organisation. Parts of this memorandum were later used in the official charter for the OSS, which was later dissolved after World War II in 1945. For appreciation of Fleming's work Donovan presented Fleming with a .38 Police Positive Colt revolver with the inscription, ""For Special Services.""
",,,256,False,False,James Bond,,
Zero Minus Ten,Kingsley Amis,1997,['Spy fiction'],"According to Raymond Benson, as far as character continuity was concerned, he had been given free lease by Ian Fleming Publications (then Glidrose Publications) to follow or ignore other continuation authors as he saw fit.[2] Benson took a middle-of-the-road approach to this. While Benson treats Ian Fleming's novels as strictly canon, Gardner's novels are not, though there are some aspects that he adopts.
",,,259,False,True,James Bond,,
A Confederate General from Big Sur,William Hjortsberg,1964,,,,,159,False,False,,,Trout Fishing in America
Trout Fishing in America,William Hjortsberg,1967,"['Novella', ' Prose poem']",,,,112,False,False,,A Confederate General from Big Sur,In Watermelon Sugar
In Watermelon Sugar,William Hjortsberg,1968,['Post-apocalyptic novelpostmodern novel'],"Through the narrator's first-person account, we learn the story of the people and the events of iDEATH. The central tension is created by Margaret, once a lover of the narrator, and inBOIL, a rebellious man who has left iDEATH to live near a shunned area called the Forgotten Works, a huge trash heap where the remnants of a former civilization lie abandoned in great piles. Margaret, a collector of such ""forgotten things"", is friendly with inBOIL and his followers, who explore the place and make whiskey.
",,,138,False,False,,Trout Fishing in America(1967),Revenge of the Lawn (1971)
The Abortion: An Historical Romance 1966,William Hjortsberg,1971,,"The Abortion is a genre novel parody[1] concerning the librarian of a very unusual California library which accepts books in any form and from anyone who wishes to drop one off at the library—children submit tales told in crayon about their toys; teenagers tell tales of angst and old people drop by with their memoirs—described as ""the unwanted, the lyrical and haunted volumes of American writing"" in the novel.[2] Summoned by a silver bell at all hours, submissions are catalogued at the librarian's discretion; not by the Dewey Decimal system, but by placement on whichever magically dust-free shelf would, in the author's judgment, serve best as the book's home.[3]
",,,226,False,False,,The Revenge of the Lawn(1970),The Hawkline Monster: A Gothic Western (1974)
The Hawkline Monster: A Gothic Western,William Hjortsberg,1974,,"Taking place mainly in eastern Oregon in 1902, the story concerns a pair of morally ambivalent gunmen, Cameron and Greer. On a job in Hawaii, they are stopped by the fact their target is with his son. After returning to California they spend some time in a brothel, where a young Native American-looking woman, Magic Child, comes to hire them for a job at her house. Along the way they stop at a place to eat and during the meal hear loud gunshot-like noises. That night Magic Child sleeps with both men and Greer takes quite a liking to her.
",,,216,False,True,,The Abortion: An Historical Romance 1966,Willard and His Bowling Trophies: A Perverse Mystery
Sombrero Fallout: A Japanese Novel,William Hjortsberg,1976,,,,,187,False,False,,,
Dreaming of Babylon,William Hjortsberg,1977,,,,,220,False,False,,Sombrero Fallout: A Japanese Novel,So the Wind Won't Blow It All Away
So the Wind Won't Blow It All Away,William Hjortsberg,1982,,,,,131,False,True,,,
The Napoleon of Notting Hill,Jasper Kent,1904,"['Speculative fiction', ' political satire']",,,,300,False,False,,,
The Man Who Was Thursday,Jasper Kent,1908,"['thriller', ' philosophical novel', ' adventure', ' fantasy']","Chesterton prefixed the novel with a poem written to Edmund Clerihew Bentley, revisiting the pair's early history and the challenges presented to their early faith by the times.
",,,330,False,True,,,
The Ball and the Cross,Jasper Kent,1909,,,,,,,,,,
Manalive,Jasper Kent,1912,"['Comedy', ' Mystery novel']","This is a book in two parts. The first, ""The Enigma of Innocent Smith"", concerns the arrival of a new tenant at Beacon House, a London boarding establishment. Like Mary Poppins, this man (who is tentatively identified by lodger Arthur Inglewood as an ex-schoolmate named Innocent Smith) is accompanied by a great wind, and he breathes new life into the household with his games and antics. During his first day in residence the eccentric Smith creates the High Court of Beacon; arranges to elope with Mary Gray, paid companion to heiress Rosamund Hunt; inspires Inglewood to declare his love for Diana Duke, the landlady's niece; and prompts a reconciliation between jaded journalist Michael Moon and Rosamund.
",,,,False,True,,,
The Flying Inn,Jasper Kent,1914,"['Speculative fiction', ' adventure', ' satire']",,,,320,False,False,,,
The Club of Queer Trades,Jasper Kent,1905,['Mystery Short Stories'],,,,,False,False,,,
The Man Who Knew Too Much (book),Jasper Kent,1922,['Detective stories'],,,,308,False,True,,,
The Poet and the Lunatics,Jasper Kent,1929,,,,,,,,,,
Orthodoxy (book),Jasper Kent,1908,['Christian Apologetics'],,,,,False,False,,,
The New Jerusalem (Chesterton book),Jasper Kent,1920,,,,,,False,False,,,
Fancies Versus Fads,Jasper Kent,1923,,,,,274,False,True,,,
The Everlasting Man,Jasper Kent,1925,['Christian apologetics'],,,,,False,False,,,
Little Children (novel),Tom Perrotta,2004,['Novel'],"Sarah, who once considered herself a radical feminist, wonders how she allowed herself to be reduced to a common housewife, constantly at the playground with three other neighborhood Stepford-esque mothers whom she can't stand. Her husband, Richard, is much older than she is, and a sort of last alternative for her love life; it is even hinted that she married him only because she feared that she would be stuck in her dead-end job as a Starbucks barista forever if she didn't. When she discovers his addiction to online pornography, she is more apathetic than repulsed.
",,,368,False,True,,,
The Abstinence Teacher,Tom Perrotta,2007,['Fiction'],,,,3581,False,True,,,
Tracy Flick Can't Win,Tom Perrotta,2022,,,,,272,False,True,,,
Tempest-Tost,Robertson Davies,1951,,,,,,,,,,
Leaven of Malice,Robertson Davies,1954,,,,,,,,,,
A Mixture of Frailties,Robertson Davies,1958,,"The protagonist in Frailties, Monica Gall, is a working-class girl with a beautiful but immature singing voice. But the novel begins before she is introduced, somewhat after Leaven of Malice ends, with two of its protagonists, Pearl Vambrace and Solly Bridgetower now married but stuck in a difficult situation. When Solly's demanding mother Louisa Bridgetower dies, possessed of a much greater fortune than anyone except her lawyer knew about—over $1 million, more than $9 million today—she leaves instructions in her will to start a trust for the education in the arts of a young woman, in Europe, until such time as her son has a male child.  The income from the rest all goes to the student.  Until and unless the boy is born, Solly can't touch the money; his only unencumbered inheritance is a measly $100 (and he and Veronica must live in and keep up his late mother's house).  This is Solly's mother's revenge on him and his wife for marrying against her wishes, an event that arises directly out of Leaven of Malice.
",,,379,False,False,The Salterton Trilogy,Leaven of Malice,
Fifth Business,Robertson Davies,1970,['Speculative fiction'],"Dunstan Ramsay, an aging history teacher at Colborne College, becomes enraged by the patronizing tone of a newspaper article announcing his recent retirement, which appears to portray him as an unremarkable old man with no notable accomplishments to his name. Hoping to prove that he has lived a worthwhile and fulfilling life, Ramsay pens an indignant letter to the school's headmaster relating the story of his life, beginning with a childhood memory of an incident that occurred in his hometown of Deptford, Ontario in December 1908.
",,,273,False,False,The Deptford Trilogy,,The Manticore
The Manticore,Robertson Davies,1972,,,,,,False,False,The Deptford Trilogy,Fifth Business,World of Wonders
World of Wonders (novel),Robertson Davies,1975,['Theatre-fiction'],"Magnus Eisengrim (also known by at least four other names throughout the trilogy) tells the story of his life to a group of filmmakers who are producing a biographical film about the great magician Jean Eugène Robert-Houdin for the BBC.[2] They are headed by the world-famous Swedish director Jurgen Lind (evidently modeled on Ingmar Bergman). Also present during the story are Eisengrim's friends Dunstan Ramsay and Liesl, who both appear in the earlier installments of the Deptford Trilogy. Ramsay reprises the role of narrator which he played in the first novel, Fifth Business, but in this case it is only to add context and continuity to the internal narration of Eisengrim. The life story of Eisengrim pulls together many events found throughout the previous two novels, showing them from a different perspective.
",,,316,False,True,The Deptford Trilogy,The Manticore,
The Rebel Angels,Robertson Davies,1981,,"The Rebel Angels follows several faculty and staff of the fictional College of St. John and Holy Ghost, affectionately referred to as ""Spook"".
",,,326,False,False,The Cornish Trilogy,,What's Bred in the Bone
What's Bred in the Bone,Robertson Davies,1985,['literary'],"After a brief framing scene among characters from The Rebel Angels, the novel turns to a conversation between the Recording Angel and the daimon in charge of Cornish's life. The main part of the book is that life as narrated by the Recording Angel, interspersed with comments in which the daimon explains how he worked to make Cornish a great man.
",,,436,False,False,The Cornish Trilogy,The Rebel Angels,The Lyre of Orpheus
The Lyre of Orpheus (novel),Robertson Davies,1988,,"In The Lyre of Orpheus, the executors of the will of Francis Cornish (the subject of What's Bred in the Bone) find themselves at the head of the ""Cornish Foundation"". The directors of the Foundation, who are the three remaining Frank Cornish's estate executors, being Professor the Reverend Simon Darcourt, Arthur Cornish, and Maria Cornish, plus Professor Clement Hollier and  Stratford, Ontario actor Geraint Powell, are called upon to decide what projects deserve funding. They decide that an unfinished opera by E. T. A. Hoffmann will be finished and staged at Stratford; to this end, they hire a brilliant young composition student, Hulda Schnakenburg (""Schnak""), to complete the opera as her PhD. dissertation, while Darcourt is charged with the completion of the libretto, which James Planché had attempted to write.
",,,,False,False,The Cornish Trilogy,What's Bred in the Bone,
Murther and Walking Spirits,Robertson Davies,1991,,,,,,,,,,
The Cunning Man,Robertson Davies,1994,,,,,469,False,False,,,
The Regent's Daughter,Auguste Maquet,1845,,,,,,,,,,
The Three Musketeers,Auguste Maquet,1844,"['Historical novel', ' adventure novel', ' swashbuckler']","Dumas presents his novel as one of a series of recovered manuscripts, turning the origins of his romance into a little drama of its own. In the preface, he tells of being inspired by a scene in Mémoires de Monsieur d'Artagnan (1700), a historical novel by Gatien de Courtilz de Sandras, printed by Pierre Rouge in Amsterdam, which Dumas discovered during his research for his history of Louis XIV.[3][4] According to Dumas, the incident where d'Artagnan tells of his first visit to M. de Tréville, captain of the Musketeers, and how, in the antechamber, he encountered three young Béarnese with the names Athos, Porthos and Aramis, made such an impression on him that he continued to investigate. That much is true – the rest is fiction: He finally found the names of the three musketeers in a manuscript titled Mémoire de M. le comte de la Fère, etc. Dumas ""requested permission"" to reprint the manuscript; permission was granted:
",,,700,False,True,,,"The Count of Moret, The Dove, Twenty Years After"
Twenty Years After,Auguste Maquet,1845,"['Historical', ' romantic']",,,,,False,True,,"The Three Musketeers, The Count of Moret, The Dove",The Vicomte of Bragelonne: Ten Years Later
La Reine Margot (novel),Auguste Maquet,1845,['Historical novel'],"The story begins in Paris in August 1572, during the reign of the Valois King Charles IX, it is the French Wars of Religion. The protagonist is Marguerite de Valois, better known as Margot, the daughter of the deceased Henry II. The antagonist is the scheming Catholic power player Catherine de Medici, Margot's mother.
",,,,False,True,,,La Dame de Monsoreau
The Queen's Necklace,Auguste Maquet,1850,['Historical novel'],,,,,False,True,,Joseph Balsamo,Ange Pitou
The Black Tulip,Auguste Maquet,1850,"['Historical', ' Romantic']",,,,234,False,True,,,
The Wife of Monte Cristo,Auguste Maquet,1946,,"Edmund Dantes, The Count of Monte Cristo, returns in 1832, now accompanied by his wife, Countess Haydee. Dantes is seeking revenge against those responsible for his imprisonment, and justice for the Parisians being mistreated by the Prefect of Police. Wearing a mask and going by The Avenger"", Dantes finds himself fighting with the Gendarmerie, getting wounded, and having Haydee wear the mask in his stead and take his place as ""The Avenger"".[2]
",,,,False,True,,,
The Musketeer,Auguste Maquet,2001,,"The young d'Artagnan witnesses the murder of his parents at the hands of Febre, a cruel swordsman in the employ of Cardinal Richelieu. D'Artagnan is nearly killed after using his dead father's sword to attack Febre, who is then left with a permanent scar and the loss of his left eye. The wounded boy is taken in by Planchet, a family friend and former member of the Musketeers, the loyal protectors of Louis XIII.
",,,,False,True,,,
The Three Musketeers (musical),Auguste Maquet,1928,,"In early 17th century France, the poor but virile d'Artagnan travels to Paris to join the Musketeers (the King's bodyguard).  He meets and falls in love with Lady Constance Bonacieux, a lady-in-waiting to Queen Anne.  Meanwhile, Cardinal Richelieu learns that the Queen has given a diamond heart brooch, which was a present to her from the King, as a token of love to the Duke of Buckingham.  Richelieu suggests that the King ask the Queen to wear it at a planned royal gala. Richelieu dispatches the Comte de Rochefort and Milady de Winter to London to recover the gem, which he plans to unveil at the gala in order to reveal that the Queen has been unfaithful.
",,,,False,False,,,
Poor Folk,Fyodor Dostoyevsky,1846,['Epistolary novel'],"Varvara Dobroselova and Makar Devushkin are second cousins twice-removed and live across from each other on the same street in terrible apartments. Devushkin's, for example, is merely a portioned-off section of the kitchen, and he lives with several other tenants, such as the Gorshkovs, whose son groans in agonizing hunger almost the entire story. Devushkin and Dobroselova exchange letters attesting to their terrible living conditions and the former frequently squanders his money on gifts for her.
",,,,False,False,,,
The Double (Dostoevsky novel),Fyodor Dostoyevsky,1846,['novel'],"In Saint Petersburg, Yakov Petrovich Golyadkin works as a titular councillor (rank 9 in the Table of Ranks established by Peter the Great.[3]), a low-level bureaucrat struggling to succeed. 
",,,,False,True,,,
The Village of Stepanchikovo,Fyodor Dostoyevsky,1859,['Satirical novel'],,,,,False,False,,,
