Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Niourk,Stefan Wul,1957,,,,,,,,,,
Une vieille maîtresse,William Pène du Bois,1851,,,,,,,,,,
The Bewitched,William Pène du Bois,1852,,,,,336,False,True,,,
The Story Without a Name (novel),William Pène du Bois,1882,,,,,227,False,False,,,
What Never Dies,William Pène du Bois,1884,,,,,415,False,False,,,
Ender's Game,Terry Southern,1985,['Science fiction'],,,,324,True,True,Ender's Game series,,Speaker for the Dead
Children of the Mind,Terry Southern,1996,['Science fiction'],"At the start of Children of the Mind, Jane, the evolved computer intelligence, is using her newly discovered abilities to take the races of buggers, humans and pequeninos outside the universe and back instantaneously.  She uses these powers to move them to distant habitable planets for colonization.  She is losing her memory and concentration as the vast computer network connected to the ansible is being shut down. If she is to survive, she must find a way to transfer her aiúa (or soul) to a human body.
",,,349,False,True,Ender's Game series,Xenocide,A War of Gifts
Ender's Shadow,Terry Southern,1999,['Science fiction'],"Bean is a homeless child living on the hellish streets of Rotterdam around 2170 after escaping as an infant from an illegal genetic engineering laboratory. Highly intelligent and extremely young, he is on the brink of dying from starvation, but manages to convince a nine-year-old named Poke to let him join her band of homeless children by offering her an idea. He tells Poke she should recruit an older bully to help fend off other bullies who prevent the younger children from eating at a local soup kitchen. She chooses Achilles, a bully with a bad leg; Bean realizes that Achilles is too intelligent and dangerous a choice, but is unable to change Poke's mind. Achilles is able to manipulate Poke's group, and eventually kills Poke.
",,,379480,True,True,Ender's Game series,,Shadow of the Hegemon
Earth Unaware,Terry Southern,2012,['Science fiction'],"A family of ""free miners"" living on the spaceship El Cavador is working an asteroid far out in the Kuiper Belt when they detect what appears to be an alien ship decelerating from near light speed as it approaches the solar system. Meanwhile, Lem Jukes, son and heir of the hard-driving founder of the largest mining corporation, is also in the remote region, far from the prying eyes of competitors, secretly testing a ""glaser"" (gravity laser) that promises to revolutionize mining. Back on Earth, Captain Wit O'Toole goes recruiting among the elite New Zealand Special Air Service for the even more select, multinational Mobile Operations Police (MOPs).
",,,352,False,True,Ender's Game series,,Earth Afire
The Worthing Chronicle,Terry Southern,1983,['Science fiction'],"Jason Worthing and one of his descendants, Justice, go to a small village on a backward world to get a boy named Lared to write a book for them.  This book is about why Abner Doon destroyed the empire and the planet Capitol and why Jason's descendants destroyed the planet Worthing.  It also explains why people all over the settled part of the galaxy are no longer being protected by ""God"" from pain and hardship.
",,,272,False,True,The Worthing series,,
The Call of Earth,Terry Southern,1992,['Science fiction'],"The book focuses on several key events that happen after Nafai, Elemak, Issib, Mebbekew, Zdorab and the father Volemak leave for the desert. Elemak has a dream from the Oversoul, foretelling Volemak's sons going back to the city of Basilica to get wives. The sons proceed to Nafai's and Issib's mother, Rasa, who is attempting to keep order within the city. However Hushidh, a traveler under Rasa's care, makes the disastrous mistake of severing the ties between Rashgallivak and his men, leading to widespread riots across the city.
",,,304,False,True,Homecoming Saga,The Memory of Earth,The Ships of Earth
Songmaster,Terry Southern,1980,['Science fiction'],"The novel originated from a novelette, ""Mikal's Songbird"", which appeared in Analog Science Fiction in May 1978.  The story concerns a young boy whose perfect singing voice had the power to amplify people's emotions.  It is reprinted in Card's short story collection Maps in a Mirror.  In addition to serving as the seed from which the novel was written, the original story is incorporated (with minor alterations) as the second section of the novel. Card published a prequel to ""Mikal's Songbird,"" entitled ""Songhouse"" in the September 1979 issue of Analog, which explored Ansset's training by Esste before being turned over to  Mikal.
",,,338,False,True,,,
Hart's Hope,Terry Southern,1983,['Fantasy'],,,,272,False,True,,,
Pastwatch: The Redemption of Christopher Columbus,Terry Southern,1996,['Science fiction'],"Sometime in the future, humanity invents a series of machines which allow them to view events in their past.  Tagiri is a researcher at Pastwatch, the organization in charge of these machines.  Her special interest is in the colonization of the Caribbean and the life of Christopher Columbus.  One day she accidentally discovers that the machines may be used to send information backwards in time (meaning the past is not unalterable).  Unsure about what to do with this knowledge she is nonetheless put in charge of a project to explore it along with her husband Hassan.  They are eventually joined by their daughter Diko.
",,,351,False,True,Pastwatch series,,Pastwatch: The Flood
Stone Tables,Terry Southern,1997,['Historical'],,,,432,False,True,,,
Silent House (novel),Orhan Pamuk,1983,,,,,,,,,,
The White Castle,Orhan Pamuk,1985,,"The events of this story take place in 17th century Istanbul. The story is about a young Italian scholar sailing from Venice to Naples who is taken prisoner by the Ottoman Empire. Soon after, he becomes the slave of a scholar known as Hoja (master), a man who is about his own age, and with whom he shares a strong physical resemblance.
",,,,False,False,,,
The Black Book (Pamuk novel),Orhan Pamuk,1990,,"The protagonist, an Istanbul lawyer named Galip, finds one day that his wife Rüya (the name means ""dream"" in Turkish) has mysteriously left him with very little explanation. He wanders around the city looking for his clues to her whereabouts. He suspects that his wife has taken up with her half-brother, a columnist for Milliyet named Celal, and it happens that he is also missing. The story of Galip's search is interspersed with reprints of Celal's columns, which are lengthy, highly literate meditations on the city and its history. Galip thinks that by living as Celal he can figure out how Celal thinks and locate both him and his wife, so he takes up residence in Celal's apartment, wearing his clothes and eventually writing his column.
",,,,False,False,,,
The New Life (Pamuk novel),Orhan Pamuk,1995,,"The protagonist, Osman, first notices the book in the university canteen when a female student, Janan, sets a copy down for a moment on his table. He later buys his own copy at a bookstall and is so thrilled by this novel that he sets off in search of the new life it promises. Janan introduces Osman to her lover Mehmet who had also read the book and been to the world it describes. Osman, who at this point is enchanted by Janan, witnesses Mehmet gunned down at a bus stop, but the injured man mysteriously disappears and can't be traced at any hospital. The two embark on surreal bus journeys in search of Mehmet. One of the buses has a road accident which results in fatalities. However, they emerge alive, expropriating the wallets and identities of two dead passengers. They continue the journey and encounter Dr. Fine, Mehmet's father. It turns out that he had sent spies to keep watch on his rebellious son and to murder other readers of the book. Janan herself vanishes and Osman goes on more surreal and violent bus journeys. It later appears that a deceased friend of Osman's father, Uncle Rifki, may actually be the author of the book.
",,,296,False,False,,The Black Book,My Name Is Red
My Name Is Red,Orhan Pamuk,1998,['Historical novel'],,,,4484171,False,False,,,
Snow (Pamuk novel),Orhan Pamuk,2002,,"Ka is a poet, who returns to Turkey after 12 years of political exile in Germany. Ka reunites with a woman named İpek, whom he once had feelings for, whose father runs the hotel he is staying in. The snow (""Kar"" in Turkish) has been falling as Ka enters the town, and soon all the roads out of town are blocked. In a café, Ka and İpek witness the shooting of the local Director of the Institute of Education by a Muslim extremist from out of town.
",,,426,False,False,,,
The Museum of Innocence,Orhan Pamuk,2008,,"Kemal has been engaged to a pretty girl named Sibel for two months when he meets a shop girl, Füsun, while buying a handbag for his fiancee. What follows in the next month and a half is an intense and secretive physical and emotional relationship between them. Kemal's happiest moment of life comes while making love the day Füsun confesses her deep love for him. 
",,,592,False,True,,,
A Strangeness in My Mind,Orhan Pamuk,2014,,,,,480,False,False,,,
The Red-Haired Woman,Orhan Pamuk,2016,,,,,,False,False,,,
Nights of Plague,Orhan Pamuk,2021,['Historical fiction'],"Pamuk began writing a historical novel about a bubonic plague epidemic on a fictitious island in 2016. Defoe's A Journal of the Plague Year, Manzoni's The Betrothed, Camus' The Plague, he was particularly interested in the way plagues have been Orientalized.[5]
",,,544704,False,False,,,
Istanbul: Memories and the City,Orhan Pamuk,2003,['Autobiographical memoir'],,,,,False,False,,,
The Secret River (Rawlings book),Marjorie Kinnan Rawlings,1955,"['Picture Book', ' Magical Realism', ' Southern Regionalism']","The Secret River is a story of Magical realism, blending real life and fantasy. Young Calpurnia is an aspiring poet living in rural Central Florida during the Great Depression. Hard times have come to her people; the animals have disappeared, her father is unable to catch fish to sell, and everyone in the community is too weak from hunger to work. Calpurnia bravely leaves home with her little dog, Buggy-Horse, to find the secret river that her neighbor Mother Albirtha has told her about. She intends to catch fish for her father to sell in his shop. When she finds the river she politely asks it to allow her to catch some fish and uses her creativity, and the pink ribbons from her hair, to catch them. On her way home, an owl, a bear and a panther each challenge her, and she has to give away some of her catch to get home. She also shares some fish with Mother Albirtha and takes the rest to her father, who gives them to the starving people in return for future payment. Strengthened by the fish, people begin working again. When the crisis is past Calpurnia searches for the river again, but cannot find it, as she no longer really needs it. Still, she realizes nothing is lost to us forever, and the book ends with one of her poems, expressing this sentiment:
",,,56,False,False,,,
The Bridge of San Luis Rey,Thornton Wilder,1927,,"The Bridge of San Luis Rey tells the story of several interrelated people who die in the collapse of an Inca rope bridge in Peru, and the events that lead up to their being on the bridge. A friar who witnesses the accident then goes about inquiring into the lives of the victims, seeking some sort of cosmic answer to the question of why each had to die.
",,,235,True,True,,,
The Happy Journey to Trenton and Camden,Thornton Wilder,1931,,"The first production of The Happy Journey to Trenton and Camden was by the Yale Dramatic Association and the Vassar College Philalethis  at the Yale University theater in New Haven, Connecticut, on November 25, 1931.[1]  It opened on Broadway at the Cort Theatre on March 16, 1948, in a production starring Peggy Allenby as Ma Kirby and Don MacLaughlin as Elmer.[2]  A production by Theodore Mann at the Circle in the Square Theatre which opened on April 21, 1993, won both a Tony Award and a Drama Desk Award for Outstanding Revival of a Play.[3]
",,,,False,False,,,
The Woman of Andros,Thornton Wilder,1930,,,,,162,False,True,,,
The Eighth Day (novel),Thornton Wilder,1967,,,,,,False,False,,,
Theophilus North,Thornton Wilder,1973,['Novel'],"In 1926 Theophilus North, 29 years old, leaves his four years employment at a New Jersey school and goes to Newport, Rhode Island, to buy a car that a friend sold him. He has no idea what to do next in his life. Arrived in the city, he decides to remain there. He tries to get an income giving private lessons and as a reader for $2.00 per hour, but soon his ability in solving problems helps introduce him to Newport's high society.
",,,374,False,True,,,
The Children (book),David Halberstam,1998,,,,,816,False,False,,,
The Jewels of Aptor,Samuel R. Delany,1962,['Science Fantasy'],"In a post-atomic future, when civilization has regressed to something near the Middle Ages or even before, a young student and poet, Geo, takes a job as a sailor on a boat. He travels with a strange passenger, a priestess of the goddess Argo, who is heading toward a mysterious land of mutants and high radiation, called Aptor. The journey is presumably made to recapture a young priestess of Argo: her daughter (her little sister in the Ace Double version), who has been kidnapped by the forces of the dark god Hama.
",,,156,False,False,,,
The Ballad of Beta-2,Samuel R. Delany,1965,['Science fiction'],"The book follows Joneny Horatio T'waboga, a student of Galactic Anthropology, who studies ""The Ballad of Beta-2"", a poem written by the passengers of generation ships.[1] Some of the ships were broken and all passengers killed by some unknown force, only their broken shells arriving at the destination. In others the passengers survived, but by the time the spaceships arrived at the destination star system, it has long since been settled through the already developed FTL ships. The descendants were incapable of and uninterested in settling on the system's planets, showed themselves extremely hostile to any outsiders entering their ships, and were left alone – to continue living in the spaceships as an obscure backwater culture isolated from broader human history.[2]
",,,96,False,False,,,
Empire Star,Samuel R. Delany,1966,['Science fiction'],"As the narrative opens, we meet Comet Jo at eighteen years of age. He has spent his entire life in a ""simplex"" society on Rhys, a satellite of a Jovian planet orbiting Tau Ceti. (At first it might seem that ""simplex"" means ""simple"" or ""unintelligent,"" but after Jo's encounter with the ""Geodesic Survey Station"" at the latest, it will be clear the notion is much more complicated.) Jo comes upon the wreckage of a spacecraft and encounters two survivors.  The first is quickly dying and asks Jo to bring an important message to Empire Star moments before passing away. The other is a lifeform known as Jewel. Jewel is a tritovian in crystallized form, and in that state can easily view situations from several points of view, thus enabling narration from the point of view of the omniscient observer.
",,,102,False,False,,,
Babel-17,Samuel R. Delany,1966,['Science fiction'],"Babel-17 is a language that can be used as a weapon by enemy invaders during an interstellar war. Chinese starship captain, linguist, poet, and telepath Rydra Wong begins to learn the language. After several attacks have been made by the invaders who speak Babel-17, she soon realizes the potential of the language to change one's thought process and provide speakers with certain powers, and she is recruited by her government to discover how the enemy is infiltrating and sabotaging strategic sites. As her understanding of the language increases, she is able to predict where the next attack will be and gathers a team to go to the predicted location of the attack. 
",,,173,False,False,,,
The Einstein Intersection,Samuel R. Delany,1967,['Science fiction novel'],,,,142,False,False,,,
Nova (novel),Samuel R. Delany,1968,['Science fiction'],,,,279,False,False,,,
Equinox (novel),Samuel R. Delany,1973,['Erotica'],,,,173,False,False,,,
Dhalgren,Samuel R. Delany,1975,['Science fiction'],"The city of Bellona is severely damaged; radio, television, and telephone signals do not reach it. People enter and leave by crossing a bridge on foot.
",,,879,False,False,,,
Triton (novel),Samuel R. Delany,1976,['Science fiction'],"As the subtitle implies, the novel offers several conflicting perspectives on the concept of utopia. Utopia literally means ""good place"" or ""no place"". Delany takes the term heterotopia from the writings of philosopher Michel Foucault.[3]  Literally, heterotopia means ""other place"" or ""a place of differences"". Foucault uses the term to designate spaces outside everyday fixed institutional and social spaces, for example trains, motels and cemeteries. In the novel's future Solar System, Neptune's moon Triton supports one of several human societies independent from Earth, which has developed along radically libertarian lines in some ways: although a representative government exists, it has virtually no power to regulate private behavior, and citizens may choose to live in an area where no laws apply at all. Technology provides for a high degree of self-modification, so that one can change one's physical appearance, gender, sexual orientation, and even specific patterns of likes and dislikes.
",,,369,False,False,,,
Stars in My Pocket Like Grains of Sand,Samuel R. Delany,1984,['Science fiction novel'],"The novel takes place in a distant future in which diverse human societies have developed on some 6,000 planets. Many of these worlds are shared with intelligent nonhumans, although only one alien species (the mysterious Xlv) also possesses faster-than-light travel. In an attempt to find a stable defense against the phenomenon known as Cultural Fugue (a process where ""socioeconomic pressures [reach] a point of technological recomplication and perturbation where the population completely destroys all life across the planetary surface""), many human worlds have aligned themselves with one of two broad factions: the Sygn, which promotes and celebrates social diversity, and the Family, which promotes adherence to an idealized norm of human relations modeled on the nuclear family.
",,,368,False,False,,,"The Splendor and Misery of Bodies, of Cities (unfinished)"
They Fly at Çiron,Samuel R. Delany,1993,['Science fiction'],,,,179,False,False,,,
The Mad Man,Samuel R. Delany,1994,['Novel'],"In New York City in the early 1980s, a black gay philosophy graduate student, John Marr, is researching a dissertation on Timothy Hasler, a Korean-American philosopher and academic stabbed to death under unexplained circumstances outside a gay bar in 1973. As details emerge, Marr finds his lifestyle converging with that of Hasler, and he becomes increasingly involved in intense sexual encounters with homeless men, despite his growing awareness of the risks of HIV. In the course of unravelling the mystery of Hasler's death, Marr joins with a homeless man from West Virginia, who goes by the street name ""Leaky."" Scenes based on letters Delany actually wrote (see: 1984: Selected Letters) take place in a gay bar in New York, though the basic incident is fictional.
",,,520,False,True,,,
Hogg (novel),Samuel R. Delany,1995,,"The preface to the novel is titled ""The Scorpion Garden"".[2] It is not included in the hardback edition from 1995, although it was written in 1973.[3] It is included in The Straits of Messina (1989).
",,,219,False,False,,,
Phallos (novella),Samuel R. Delany,2004,['Historical'],"As does Delany's Return to Nevèrÿon series, Phallos uses a frame story — a double frame, in fact. First a brief trio of paragraphs tells of an African-American, Adrian Rome, whose adolescent encounter with the book leads to his adult attempt, a decade later, to find a copy. Finally he settles for an on-line synopsis posted by one Randy Pedarson of Moscow, Idaho. The second frame is more complex: it concerns the fictive editor Randy Pedarson, presumably of Moscow, and his relations with two graduate students, Binky and Phyllis, also enthusiasts of the novel, at the university there. According to Pedarson's posting, as far as Pedarson can tell, an anonymous gay pornographic novel, Phallos (one of Pederson's three favorites: the other two are John Preston's Mr. Benson and William Talsman’s The Gaudy Image — both of which are known for their better-than-average writing), was published in 1969 by Essex House of West Hollywood, California. While the anonymous introduction to that volume suggests that Phallos was known to numerous literary gay men of the past, from the 18th-century advocate of Greek beauty, Johanne Joaquim Winkelmann, through the 19th century Oxford aesthetician and novelist Walter Pater, to the historian John Addington Symonds (whose seven-volume The Renaissance in Italy [1875-86] acted as a sort of counterbalance to Pater’s brief single volume [of 1873/75], The Renaissance, still widely read and quoted today), and moving on to such characters as Baron Corvo (pseudonym of Frederick Rolfe) and sex researcher Havelock Ellis, Pederson concludes that all this is simply the kind of bogus folderol that accompanies so much of the pornography published in that licentious decade, as an attempt to legitimize it.
",,,95,False,False,,,
Dark Reflections,Samuel R. Delany,2007,,"Dark Reflections tells the story of Arnold Hawley, a gay African-American poet who lives most of his life in New York City. The novel is divided into three sections, each illustrating a period in Arnold's life, arranged chronologically backwards, from middle age to youth. In the first part, ""The Prize"", Hawley is between 52 and 68; a book of his poetry wins a prize and is commercially successful, but neither of his next two books repeat this, and he falls further into poverty. In the second, ""Vashti in the Dark"" (named after a story by Stephen Crane), Hawley is in his middle 30s; the section tells the story of his brief marriage to a homeless woman. The third, ""The Book of Pictures"", is set in Hawley's college days, when he is attracted to another gay man, but does not act on his desires.
",,,295,False,False,,,
Through the Valley of the Nest of Spiders,Samuel R. Delany,2012,,"An excerpt from a draft of the novel was published as ""In the Valley of the Nest of Spiders"" in issue 7 of Black Clock magazine.
",,,872,False,True,,,
Captives of the Flame,Samuel R. Delany,1963,['Science fantasy novel'],,,,147,False,False,The Fall of the Towers,,The Towers of Toron
The Towers of Toron,Samuel R. Delany,1964,['Science Fantasy'],,,,140,False,False,The Fall of the Towers,Captives of the Flame,City of a Thousand Suns
City of a Thousand Suns,Samuel R. Delany,1965,['Science fantasy novel'],,,,156,False,True,The Fall of the Towers,The Towers of Toron,
Neveryóna,Samuel R. Delany,1983,['Sword and Sorcery'],"Neveryóna (a full-length novel), the sixth and longest tale of the Return to Nevèrÿon series, focuses on fifteen-year-old Pryn, who is extraordinary in this culture because she can read and write. Pryn is the great niece of an unsung genius of Nevèrÿon, a woman who invented both the loom and the spindle. Because she did not have the good fortune also to discover that wool made the best and strongest cloth, however, all the credit for her work tends to be given to other people. Pryn’s travels take her (and the reader) not only to explore the revolutionary forces of Gorgik’s campaign—and some of its internal squabbles—but also through the homes of several wealthy conservatives. In the first half of the novel, Pryn finds herself in Neveryóna, an upper class suburb of Port Kolhari, an uneasy guest in the emotionally embattled gardens of a wealthy merchant woman, Madame Keyne, whom we first met in the third story, “The Tale of Potters and Dragons,” and who is now actively financing a crackpot group of counter rebels who want to put an end to Gorgik’s project. In the second half, once Pryn travels into the south, she is taken up by the powerful Jue Gruten family, who represent the far more lethal and aristocratic forces of the nation, and want to end this rebellion. Here the webs of power are almost too complex and wide reaching for Pryn to comprehend. Even though she now realizes that one can fight them a single incident at a time, she manages to free a single slave from their grip, whom the Earl has tried to use as a scapegoat. But Pryn and the reader now have a far clearer picture of what Gorgik is up against.
",,,385,False,True,Return to Nevèrÿon,Tales of Nevèrÿon,Flight from Nevèrÿon
Flight from Nevèrÿon,Samuel R. Delany,1985,['Sword and Sorcery'],,,,385,False,False,Return to Nevèrÿon,Neveryóna,Return to Nevèrÿon
"Times Square Red, Times Square Blue",Samuel R. Delany,1999,['Non-fiction'],,,,224,False,True,,,
The Line (memoir),Richard Flanagan,2005,"['Memoir', ' War']",,,,194,False,False,,,
Criminal Conversation,Evan Hunter,1994,,,,,,,,,,
Undead and Unwed,MaryJanice Davidson,2004,"['mystery', ' horror', ' romance']","Betsy Taylor—former model, newly unemployed secretary, 30, and still single—wakes up after being flattened by a Pontiac Aztek in a tacky coffin wearing cheap knock-off shoes. Her mother is glad she is back, albeit as a vampire, but her stepmother is enraged that Betsy has reclaimed her designer-shoe collection. With a wealthy best friend and a newly acquired doctor pal who is not susceptible to her formidable allure, she sets out to right wrongs but is abducted by Nostro, a tacky 500-year-old vampire who rules the undead roost. It seems that Betsy is an anomaly: a vampire who doesn't burn in sunlight, can fight the urge to feed, and is not repulsed by religious articles, all of which may make her the prophesied Queen of the Vampires. Teaming up with gorgeous vampire Eric Sinclair, who is in her opinion a major pervert, she takes on Nostro and his minions.
",,,288,True,False,The Undead Series,,Undead and Unemployed
Undead and Unappreciated,MaryJanice Davidson,2005,"['mystery', ' horror', ' romance']","The novel has two prologues.  The first prologue relates how the devil, out of boredom, possessed a ""not very nice"" woman and gave birth to a daughter; however, the devil soon returned to Hell, since she preferred it to living with a newborn.  The devil's daughter, Laura, was given up for adoption by her biological mother, Antonia, for whom the possession was like a fugue state.  Ironically, Laura is adopted by a Presbyterian minister and his wife, the Goodmans.  The second prologue introduces the recently turned vampire Betsy Taylor, the heroine of the Undead series of paranormal romance novels, as she crashes a meeting of Alcoholics Anonymous, where she hopes to learn techniques to control her thirst for blood.  The two prologues are related because Laura is Betsy's half-sister, sharing the same father; the not-very-nice Antonia is Betsy's stepmother.
",,,288,True,False,The Undead Series,Undead and Unemployed,Undead and Unreturnable
Ming Lo Moves the Mountain,Arnold Lobel,1982,"[""Children's booksPicture books""]","A mountain towers over the little house where Ming Lo and his wife live, blocking sunlight and attracting rain. Ming Lo's wife tells Ming Lo that he must move the mountain. They follow the local wise man's advice without success. Finally, he tells them to perform a long dance with closed eyes while carrying all they possess, including the sticks of which their house is built. When they open their eyes, they find that the mountain has moved and happily rebuild their home.
",,,,False,False,,,
Frog and Toad Together,Arnold Lobel,1972,"[""Children's picture book"", ' short story collection']",,,,64,False,True,Frog and Toad,Frog and Toad Are Friends,Frog and Toad All Year
Frog and Toad All Year,Arnold Lobel,1976,"[""Children's picture book"", ' short story collection']",,,,64,False,False,Frog and Toad,Frog and Toad Together,Days With Frog and Toad
The Last of the Crazy People,Timothy Findley,1967,,,,,,,,,,
The Wars,Timothy Findley,1977,,"The Wars utilizes first-, second-, and third-person narrative points of view, which is very rare in literature. The narrative moves between voices, each telling part of Robert's story.[3]
",,,226,False,True,,The Butterfly Plague,Famous Last Words
Famous Last Words (novel),Timothy Findley,1981,,,,,,,,,,
Not Wanted on the Voyage,Timothy Findley,1984,,,,,,,,,,
Headhunter (novel),Timothy Findley,1993,,,,,,,,,,
The Piano Man's Daughter,Timothy Findley,1995,,,,,,,,,,
Spadework,Timothy Findley,2001,,"Spadework focuses on the everyday drama of human relationships, enhanced by the intensity of the theater atmosphere and the ambition of young actors at a crossroads that may lead to either a brilliant career or mediocre success. These events force the protagonists to re-examine their sexuality and their loyalties in the face of temptation.
",,,408,False,False,,,
Dinner Along the Amazon,Timothy Findley,1984,,,,,,,,,,
Stones (short story collection),Timothy Findley,1988,,,,,,,,,,
Journeyman: Travels of a Writer,Timothy Findley,2003,,,,,,False,False,,Spadework,
Green Dolphin Street (novel),Elizabeth Goudge,1944,,"In the 19th century in the Channel Islands, the sisters Marianne and Marguerite fall in love with the same man, William Ozanne.[3] He emigrates to New Zealand, and writes home asking the one he loves to join him and become his wife, but by a slip of the pen he names the wrong sister. When Marianne arrives instead of his beloved Marguerite, he accepts the inevitable and strives to make their marriage a success.[4] After many years, William and Marianne return to the Channel Islands with their daughter.[5]
",,,,False,False,,,
The Little White Horse,Elizabeth Goudge,1946,"[""Children's fantasy novel""]","Maria Merryweather becomes an orphan at age 13 on her father's death in 1842. She is sent to Moonacre Manor in England's West Country, accompanied by her governess Miss Heliotrope and dog Wiggins. There she finds herself in a world out of time. Her cousin and guardian Sir Benjamin Merryweather is one of the ""sun"" Merryweathers, and she loves him right away, as ""sun"" and ""moon"" Merryweathers do. Maria discovers that there is an ancient mystery about the founding of the estate.
",,,286,False,True,,,
Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,1942,"[""Children's fiction""]","While the first two volumes are something like collections of vignettes about Betsy, Tacy, and Tib, this one has a story through the whole volume.
",,,171,False,False,Betsy-Tacy,Betsy-Tacy and Tib(1941),Betsy and Tacy Go Downtown (1943)
Betsy's Wedding (novel),Maud Hart Lovelace,1955,['Historical fiction'],"Betsy returns to New York from her European trip, where Joe Willard is waiting for her. He wants to buy her an engagement ring at Tiffany's, but the more practical Betsy suggests buying a wedding band instead. They spend the day in New York City enjoying many of Joe's favorite places, but more importantly renewing their love.
",,,241,False,False,Betsy-Tacy,Betsy and the Great World(1952),
An Béal Bocht,Flann O'Brien,1941,"['Satire', ' Parody']","The book is a kindly parody of the genre of Gaeltacht autobiographies, such as Tomás Ó Criomhthain's autobiography An t-Oileánach (The Islandman), or Peig Sayers' autobiography Peig, which recounts her life, especially the latter half, as a series of misfortunes in which much of her family die by disease, drowning or other mishap. Books of this genre were part of the Irish language syllabus in the Irish school system and so were mandatory reading for generations of children from independence in 1921. O'Nolan was in fact a great admirer of An t-Oileánach, which is widely regarded as being the greatest work of the genre, but critic Declan Kiberd has noted how O'Nolan's admiration for a writer tended to express itself as parody of the writer's work.
",,,114,False,False,,The Third Policeman,The Hard Life
At Swim-Two-Birds,Flann O'Brien,1939,,"At Swim-Two-Birds presents itself as a first-person story by an unnamed Irish student of literature.  The student believes that ""one beginning and one ending for a book was a thing I did not agree with"", and he accordingly sets three apparently quite separate stories in motion.[4]  The first concerns the Pooka MacPhellimey, ""a member of the devil class"".[4]  The second is about a young man named John Furriskey, who turns out to be a fictional character created by another of the student's creations, Dermot Trellis, a cynical writer of Westerns.  The third consists of the student's adaptations of Irish legends, mostly concerning Finn Mac Cool and Mad King Sweeney. But even this is a jest — the first of many in the novel — as there's also a fourth beginning here: That introducing the Irish student's own discourse on the benefits of three beginnings, setting his own story in motion.
",,,224,False,True,,,The Third Policeman
The Hard Life,Flann O'Brien,1962,['Comic novel'],"The story opens with the narrator, Finbarr, recalling the death of his mother in 1890, when he was around five years old. He and his brother Manus (often referred to simply as ""the brother"") are raised in the home of their half-uncle, Mr Collopy. Collopy lives with his partner Mrs Crotty – it is unclear if they are married and the narrator can only speculate as to why she retained the name of her first husband – and Annie, Collopy's daughter from an earlier marriage. Finbarr describes Collopy's home as a squalid environment where the boys are served greasy meatballs for dinner, a household with a ""dead atmosphere"" offering little opportunity for amusement. Collopy and the parish priest, a German Jesuit domiciled in Dublin and bearing the comical name of Father Fahrt, frequently indulge in long bouts of drinking, and none of the adults exhibits much concern for the child's welfare.
",,,157,False,False,,,
The Dalkey Archive,Flann O'Brien,1964,"['Comedy', ' Philosophical novel']","The book features a mad scientist, De Selby, who tries to destroy the world by removing all the oxygen from the air. He has also many strange inventions. He exploits the theory of relativity and invents a kind of time travelling machine, which he uses to age his whiskey, creating brews that have been aged for many decades in just a few hours.
",,,222,False,False,,,
A Home at the End of the World (novel),Michael Cunningham,1990,,"Bobby had grown up in a home in suburban Cleveland, Ohio during the 1960s and 1970s where partying and drugs were a recurring theme.  He has already witnessed the death of his mother and beloved older brother by the time he befriends Jonathan, who comes from a sheltered family.  After Bobby finds his father is dead, Jonathan's family takes him in.
",,,344,False,True,,,
The Hours (novel),Michael Cunningham,1998,,"The book concerns three generations of women affected by the classic novel Mrs. Dalloway.
",,,2301,False,True,,,
Specimen Days,Michael Cunningham,2005,['Novel'],"The novel is divided into what are essentially three discrete short stories, unified by common threads such as character names and types, story location (New York City), story themes (such as shared humanity), and the presence of Walt Whitman (whether through actual physical presence, quotation of his works via narrator or character, or the spirit of his ideas expressed through narrator or character).
",,,308,False,True,,,
By Nightfall,Michael Cunningham,2010,,"Peter and his wife, Rebecca—who edits a mid-level art magazine—have settled into a comfortable life in Manhattan's art world, but their staid existence is disrupted by the arrival of Rebecca's much younger brother, Ethan—known as Mizzy, short for ""The Mistake."" Family golden child Mizzy is a recovering drug addict whose current whim has landed him in New York where he wants to pursue a career in ""the arts."" Watching Mizzy—whose resemblance to a younger Rebecca unnerves Peter—coast through life without responsibilities makes Peter question his own choices and wonder if it's more than Mizzy's freedom that he covets.
",,,256,False,False,,,
Rhapsody: Child of Blood,Elizabeth Haydon,1999,,,,,,,,,,
Prophecy: Child of Earth,Elizabeth Haydon,2001,,,,,,,,,,
Wizard of the Pigeons,Robin Hobb,1985,['Urban fantasy'],"The plot focuses on the homeless character Wizard and his battle with a malignant force from his forgotten past.[1]  In order to survive, Wizard must rely on his powerful gift of 'Knowing'. This allows him to know the truth of things, to receive fortunes and to reveal to people the answers to their troubles. Aiding him in his battle for survival is the enigmatic Cassie and several other people from the streets.
",,,214,False,False,,,
Cloven Hooves,Robin Hobb,1991,['Fantasy'],,,,,False,False,,,
The Gypsy (novel),Robin Hobb,1992,['Urban fantasy'],,,,338,False,False,,,
Alien Earth (novel),Robin Hobb,1992,['Science fiction'],,,,,False,False,,,
