,User-ID,Location,Age,Country
1160,125039,"lafayette, indiana, usa",27.0,usa
1161,125203,"montreal, quebec, canada",18.0,canada
1162,125287,"atlanta, georgia, usa",40.0,usa
1163,125396,"albuquerque, new mexico, usa",14.0,usa
1164,125519,"irvine, california, usa",40.0,usa
1165,125692,"elmira, new york, usa",28.0,usa
1166,125736,"atlanta, georgia, usa",17.0,usa
1167,125774,"tehran, tehran, iran",36.0,iran
1168,125878,"foxboro, massachusetts, usa",,usa
1169,125928,"glendale heights, illinois, usa",,usa
1170,126149,"salt lake city, utah, usa",,usa
1171,126196,"wilmington, delaware, usa",36.0,usa
1172,126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41.0,kingdom
1173,126388,"kernersville, north carolina, usa",26.0,usa
1174,126492,"westmont, illinois, usa",31.0,usa
1175,126604,"north reading, massachusetts, usa",27.0,usa
1176,126693,"newmarket, ontario, canada",33.0,canada
1177,126726,"stone mountain, georgia, usa",34.0,usa
1178,126736,"fulton, missouri, usa",38.0,usa
1179,126812,"mobile, alabama, usa",,usa
1180,126814,"west chester, ohio, usa",32.0,usa
1181,126860,"portland, oregon, usa",28.0,usa
1182,126903,"lancaster, pennsylvania, usa",,usa
1183,127129,"langley, british columbia, canada",,canada
1184,127203,"reading, pennsylvania, usa",20.0,usa
1185,127233,"marietta, georgia, usa",29.0,usa
1186,127359,"beaverton, oregon, usa",33.0,usa
1187,127826,"duluth, georgia, usa",,usa
1188,127914,"anchorage, alaska, usa",43.0,usa
1189,128033,"gilchrist, oregon, usa",47.0,usa
1190,128060,"denton, texas, usa",36.0,usa
1191,128085,"durham, north carolina, usa",40.0,usa
1192,128331,"chittenango, new york, usa",24.0,usa
1193,128332,"alvin, texas, usa",,usa
1194,128693,"leicester, england, united kingdom",,kingdom
1195,128696,"southampton, england, united kingdom",34.0,kingdom
1196,128732,"north dighton, massachusetts, usa",31.0,usa
1197,128835,"bellingham, washington, usa",60.0,usa
1198,128915,"ridgeland, south carolina, usa",43.0,usa
1199,129008,"rapid city, south dakota, usa",44.0,usa
1200,129074,"marietta, georgia, usa",51.0,usa
1201,129084,"boise, idaho, usa",39.0,usa
1202,129338,"apache junction, arizona, usa",24.0,usa
1203,129358,"highland, california, usa",36.0,usa
1204,129465,"durham, north carolina, usa",33.0,usa
1205,129489,"vancouver, british columbia, canada",24.0,canada
1206,129503,"lisboa, n/a, portugal",40.0,portugal
1207,129716,"tallahassee, florida, usa",30.0,usa
1208,129851,"philadelphia, pennsylvania, usa",35.0,usa
1209,130474,"nashville, tennessee, usa",33.0,usa
1210,130482,"earth, , universe",54.0,universe
1211,130554,"sandpoint, idaho, usa",,usa
1212,130570,"singapore, n/a, singapore",,singapore
1213,130571,"summerville, south carolina, usa",,usa
1214,130658,"montreal, ,",90.0,
1215,130705,"sydney, new south wales, australia",29.0,australia
1216,130837,"toronto, ontario, canada",32.0,canada
1217,130950,"jersey city, new jersey, usa",32.0,usa
1218,131032,"west blocton, alabama, usa",36.0,usa
1219,131126,"barcelona, catalunya, spain",31.0,spain
1220,131154,"soddy-daisy, tennessee, usa",18.0,usa
1221,131317,"santa cruz, california, usa",,usa
1222,131402,"governors bay, canterbury, new zealand",,zealand
1223,131622,"two rivers, wisconsin, usa",51.0,usa
1224,131686,"chemainus, british columbia, canada",27.0,canada
1225,131837,"west valley city, utah, usa",,usa
1226,131855,"farnborough, hampshire, united kingdom",31.0,kingdom
1227,132171,"milltown, wisconsin, usa",54.0,usa
1228,132173,"charlotte, north carolina, usa",,usa
1229,132282,"birmingham, alabama, usa",23.0,usa
1230,132375,"denver, colorado, usa",58.0,usa
1231,132392,"claremont, california, usa",38.0,usa
1232,132572,"dartmouth, nova scotia, canada",45.0,canada
1233,132836,"west palm beach, florida, usa",57.0,usa
1234,132851,"torrance, california, usa",43.0,usa
1235,132930,"wokingham, england, united kingdom",29.0,kingdom
1236,133284,"atlanta, georgia, usa",41.0,usa
1237,133296,"ormond beach, florida, usa",23.0,usa
1238,133416,"jacksons point, ontario, canada",25.0,canada
1239,133418,"plano, texas, usa",32.0,usa
1240,133571,"olney, maryland, usa",39.0,usa
1241,133689,"calgary, alberta, canada",29.0,canada
1242,133706,"palmyra, western australia, australia",30.0,australia
1243,133747,"gaithersburg, maryland, usa",28.0,usa
1244,133935,"north arlington, new jersey, usa",28.0,usa
1245,134005,"santa rosa, california, usa",34.0,usa
1246,134247,"winfield, illinois, usa",26.0,usa
1247,134264,"phoenix, arizona, usa",,usa
1248,134311,"barstow, california, usa",23.0,usa
1249,134434,"barcelona, barcelona, spain",25.0,spain
1250,134684,"fort collins, colorado, usa",28.0,usa
1251,134797,"elk grove, california, usa",,usa
1252,134837,"kuala lumpur, wilayah persekutuan, malaysia",28.0,malaysia
1253,135043,"suffolk, virginia, usa",,usa
1254,135045,"spring, texas, usa",29.0,usa
1255,135149,"ft. pierce, florida, usa",,usa
1256,135265,"groton, connecticut, usa",32.0,usa
1257,135351,"greenwood, south carolina, usa",23.0,usa
1258,135360,"albuquerque, new mexico, usa",39.0,usa
1259,135411,"rockaway, ,",34.0,
1260,135458,"ottawa, ontario, canada",24.0,canada
1261,135609,"charlestown, massachusetts, usa",,usa
1262,135665,"juneau, alaska, usa",19.0,usa
1263,135681,"eastleigh, hampshire, united kingdom",,kingdom
1264,135753,"baker city, oregon, usa",55.0,usa
1265,135776,"allston, massachusetts, usa",32.0,usa
1266,135831,"potomac falls, virginia, usa",,usa
1267,135869,"gibsonia, pennsylvania, usa",46.0,usa
1268,135895,"holt, florida, usa",,usa
1269,136010,"brampton, ontario, canada",,canada
1270,136071,"normal, illinois, usa",44.0,usa
1271,136139,"fair oaks, california, usa",,usa
1272,136193,"los angeles, california, usa",40.0,usa
1273,136205,"crest hill, illinois, usa",39.0,usa
1274,136240,"travelers rest, south carolina, usa",20.0,usa
1275,136252,"santa fe, new mexico, usa",33.0,usa
1276,136326,"shingle springs, california, usa",42.0,usa
1277,136348,"oceanside, new york, usa",51.0,usa
1278,136382,"edmonton, alberta, canada",,canada
1279,136491,"rio rancho, new mexico, usa",18.0,usa
1280,136561,"mesa, arizona, usa",37.0,usa
1281,136829,"fredericton, new brunswick, canada",33.0,canada
1282,137137,"cincinnati, ,",,
1283,137211,"charlotte, north carolina, usa",,usa
1284,137588,"portland, oregon, usa",,usa
1285,137589,"enterprise, oregon, usa",35.0,usa
1286,137627,"braidwood, illinois, usa",37.0,usa
1287,137688,"medford, new york, usa",46.0,usa
1288,137816,"gijon, asturias, spain",,spain
1289,138010,"somerville, massachusetts, usa",31.0,usa
1290,138097,"winter park, florida, usa",35.0,usa
1291,138198,"edmonton, alberta, canada",37.0,canada
1292,138515,"japser, florida, usa",36.0,usa
1293,138543,"mesquite, texas, usa",21.0,usa
1294,138578,"cape girardeau, missouri, usa",38.0,usa
1295,138777,"beavercreek, oregon, usa",,usa
1296,138844,"winnipeg, manitoba, canada",40.0,canada
1297,138867,"chicago, illinois, usa",35.0,usa
1298,138995,"keyser, west virginia, usa",47.0,usa
1299,139387,"hamilton, ontario, canada",30.0,canada
1300,139742,"toronto, ontario, canada",36.0,canada
1301,139827,"phoenix, arizona, usa",,usa
1302,139828,"juneau, , usa",49.0,usa
1303,139912,"montreal, quebec, canada",,canada
1304,139913,"monett, missouri, usa",54.0,usa
1305,140000,"london, england, united kingdom",,kingdom
1306,140069,"victoria, british columbia, canada",29.0,canada
1307,140223,"somerville, massachusetts, usa",27.0,usa
1308,140358,"san diego, california, usa",,usa
1309,140555,"vancouver, british columbia, canada",31.0,canada
1310,140662,"portland, oregon, usa",30.0,usa
1311,140879,"duesseldorf, nordrhein-westfalen, germany",36.0,germany
1312,141444,"west springfield, massachusetts,",,
1313,141491,"westminster, maryland, usa",47.0,usa
1314,141493,"dove canyon, california, usa",44.0,usa
1315,141600,"dallas, texas, usa",35.0,usa
1316,141710,"omaha, nebraska, usa",,usa
1317,141901,"christchurch, canterbury, new zealand",43.0,zealand
1318,141902,"newport news, virginia, usa",51.0,usa
1319,141958,"oslo, oslo, norway",41.0,norway
1320,142062,"san jose, california, usa",41.0,usa
1321,142121,"waipahu, hawaii, usa",33.0,usa
1322,142256,"winfield, alberta, canada",52.0,canada
1323,142479,"portland, maine, usa",,usa
1324,142524,"detroit, michigan, usa",36.0,usa
1325,142579,"apex, north carolina, usa",,usa
1326,142584,"hot springs, arkansas, usa",21.0,usa
1327,142623,"big sky, montana, usa",,usa
1328,142715,"wasilla, alaska, usa",35.0,usa
1329,142745,"kyoto, kyoto, japan",38.0,japan
1330,143134,"marion, arkansas, usa",27.0,usa
1331,143163,"weaverville, california, usa",26.0,usa
1332,143175,"blythewood, south carolina, usa",28.0,usa
1333,143211,"greenbelt, maryland, usa",,usa
1334,143253,"dyersburg, tennessee, usa",27.0,usa
1335,143388,"las vegas, nevada, usa",,usa
1336,143415,"bellingham, washington, usa",50.0,usa
1337,143715,"chicago, illinois, usa",32.0,usa
1338,143792,"nottingham, england, united kingdom",25.0,kingdom
1339,143809,"evanston, illinois, usa",21.0,usa
1340,143837,"san antonio, texas, usa",28.0,usa
1341,143909,"wuppertal, nordrhein-westfalen, germany",26.0,germany
1342,143968,"wesley chapel, florida, usa",39.0,usa
1343,144038,"columbia, missouri, usa",49.0,usa
1344,144151,"harrison, tennessee, usa",,usa
1345,144255,"riedstadt, hessen, germany",,germany
1346,144318,"grimes, iowa, usa",,usa
1347,144478,"galveston, texas, usa",39.0,usa
1348,144531,"pleasanton, california, usa",37.0,usa
1349,144555,"northbrook, illinois, usa",37.0,usa
1350,144619,"albany, oregon, usa",,usa
1351,144707,"tucson, arizona, usa",23.0,usa
1352,145003,"new york, new york, usa",34.0,usa
1353,145109,"barcelona, barcelona, spain",45.0,spain
1354,145369,"winnemucca, nevada, usa",,usa
1355,145449,"virginia beach, virginia, usa",,usa
1356,145619,"middletown, connecticut, usa",36.0,usa
1357,145641,"madison, new jersey, usa",,usa
1358,146083,"madison, alabama, usa",29.0,usa
1359,146113,"cary, north carolina, usa",,usa
1360,146230,"bourbonnais, ,",49.0,
1361,146348,"tigard, oregon, usa",,usa
1362,146803,"n/a, n/a, usa",,usa
1363,146932,"miami, florida, usa",30.0,usa
1364,147141,"portland, oregon, usa",21.0,usa
1365,147166,"london, england, united kingdom",38.0,kingdom
1366,147224,"mechanicsburg, pennsylvania, usa",41.0,usa
1367,147307,"larkspur, colorado, usa",48.0,usa
1368,147420,"cassadaga, new york, usa",53.0,usa
1369,147451,"herne bay, england, united kingdom",37.0,kingdom
1370,147686,"farmingdale, new york, usa",34.0,usa
1371,147839,"mokena, illinois, usa",47.0,usa
1372,147847,"greenville, illinois, usa",,usa
1373,147900,"pocomoke city, maryland, usa",32.0,usa
1374,147965,"lake wales, florida, usa",,usa
1375,148199,"toronto, ontario, canada",50.0,canada
1376,148258,"toronto, ontario, canada",,canada
1377,148314,"calgary, alberta, canada",29.0,canada
1378,148590,"thunder bay, ontario, canada",49.0,canada
1379,148712,"homer, alaska, usa",,usa
1380,148744,"campbellsport, wisconsin, usa",67.0,usa
1381,148898,"holiday, florida, usa",24.0,usa
1382,149069,"struthers, ohio, usa",30.0,usa
1383,149071,"nekoosa, wisconsin, usa",49.0,usa
1384,149084,"germantown, maryland, usa",32.0,usa
1385,149120,"hillsdale, michigan, usa",,usa
1386,149483,"houston, texas, usa",25.0,usa
1387,149690,"logan city, queensland, australia",35.0,australia
1388,149907,"hendersonville, north carolina, usa",42.0,usa
1389,149908,"hull, england, united kingdom",29.0,kingdom
1390,149934,"chicago, illinois, usa",44.0,usa
1391,150327,"lombard, , usa",,usa
1392,150498,"cumberland, maryland, usa",38.0,usa
1393,150561,"bodegraven, zuid-holland, netherlands",33.0,netherlands
1394,150663,"nightsky, oregon, usa",24.0,usa
1395,150896,"vancouver, washington, usa",30.0,usa
1396,150968,"manchester, new hampshire, usa",47.0,usa
1397,150979,"greencastle, pennsylvania, usa",34.0,usa
1398,151098,"appalachia, virginia, usa",38.0,usa
1399,151608,"orillia, ontario, canada",,canada
1400,152016,"easthampton, massachusetts, usa",29.0,usa
1401,152099,"wickenburg, arizona, usa",14.0,usa
1402,152186,"windsor, ontario, canada",33.0,canada
1403,152435,"indianapolis, indiana, usa",40.0,usa
1404,152483,"braga, braga, portugal",18.0,portugal
1405,152579,"kota kinabalu, sabah, malaysia",22.0,malaysia
1406,152645,"chicago, illinois, usa",28.0,usa
1407,152651,"plattsburgh, new york, usa",24.0,usa
1408,152696,"studio city, california, usa",,usa
1409,152946,"lisbon, lisbon, portugal",25.0,portugal
1410,153054,"cambridge, massachusetts, usa",20.0,usa
1411,153211,"toronto, ontario, canada",28.0,canada
1412,153322,"york, ,",33.0,
1413,153361,"jacksonville, arkansas, usa",44.0,usa
1414,153513,"little rock, arkansas, usa",31.0,usa
1415,153653,"rapid city, south dakota, usa",50.0,usa
1416,153662,"ft. stewart, georgia, usa",44.0,usa
1417,153718,"round lake, illinois, usa",27.0,usa
1418,153797,"tulsa, oklahoma, usa",31.0,usa
1419,153950,"dover-foxcroft, maine, usa",,usa
1420,154126,"merritt island, florida, usa",48.0,usa
1421,154129,"san francisco, california, usa",31.0,usa
1422,154345,"white plains, new york, usa",,usa
1423,154354,"eatontown, new jersey, usa",31.0,usa
1424,154465,"albany, california, usa",32.0,usa
1425,154469,"trois-rivières ouest, quebec, canada",,canada
1426,154529,"fishers, indiana, usa",37.0,usa
1427,154543,"san francisco, california, usa",29.0,usa
1428,154553,"duluth, minnesota, usa",23.0,usa
1429,154730,"encinitas, california, usa",42.0,usa
1430,154844,"sharon hill, pennsylvania, usa",32.0,usa
1431,154975,"dallas, texas, usa",29.0,usa
1432,155014,"las cruces, new mexico, usa",,usa
1433,155027,"tucson, arizona, usa",39.0,usa
1434,155147,"seattle, washington, usa",60.0,usa
1435,155495,"hood river, oregon, usa",26.0,usa
1436,155580,"fairport, new york, usa",61.0,usa
1437,155743,"san simeon, california, usa",,usa
1438,156150,"howell, new jersey, usa",36.0,usa
1439,156214,"new bern, north carolina, usa",59.0,usa
1440,156269,"chicago, illinois, usa",53.0,usa
1441,156300,"pinon hills, california, usa",49.0,usa
1442,156467,"waltham, massachusetts, usa",38.0,usa
1443,156584,"hobart, tasmania, australia",55.0,australia
1444,157163,"slatington, pennsylvania, usa",37.0,usa
1445,157247,"deventer, overijssel, netherlands",48.0,netherlands
1446,157273,"dripping springs, texas, usa",37.0,usa
1447,157655,"sydney, new south wales, australia",45.0,australia
1448,157799,"heemstede, noord holland, netherlands",42.0,netherlands
1449,157811,"kissimmee, florida, usa",34.0,usa
1450,158226,"oslo, oslo, norway",26.0,norway
1451,158254,"asheville, north carolina, usa",28.0,usa
1452,158295,"cleveland, ohio, usa",,usa
1453,158433,"nahant, massachusetts, usa",,usa
1454,158506,"woodland hills, california, usa",52.0,usa
1455,158606,"dunedin, florida, usa",72.0,usa
1456,158774,"harrison, new jersey, usa",34.0,usa
1457,158846,"sagle, idaho, usa",54.0,usa
1458,159033,"taneytown, maryland, usa",46.0,usa
1459,159506,"portland, oregon, usa",28.0,usa
1460,159732,"watchung, new jersey, usa",47.0,usa
1461,159754,"niceville, florida, usa",60.0,usa
1462,159858,"atlantic beach, florida, usa",37.0,usa
1463,159977,"oklahoma city, oklahoma, usa",,usa
1464,160062,"cheektowaga, new york, usa",,usa
1465,160401,"akron, ohio, usa",30.0,usa
1466,160558,"hooksett, new hampshire, usa",28.0,usa
1467,160571,"limoges, n/a, france",,france
1468,160681,"niles, michigan, usa",28.0,usa
1469,160735,"blaine, minnesota, usa",39.0,usa
1470,160819,"miami, florida, usa",43.0,usa
1471,161037,"milton, ,",32.0,
1472,161039,"fredericton, new brunswick, canada",30.0,canada
1473,161041,"lisbon, n/a, portugal",24.0,portugal
1474,161200,"catonsville, maryland, usa",43.0,usa
1475,161831,"florissant, missouri, usa",33.0,usa
1476,161872,"brandon, mississippi, usa",27.0,usa
1477,161880,"norfolk, virginia, usa",31.0,usa
1478,161882,"lasalle, ontario, canada",49.0,canada
1479,161936,"gisborne, victoria, australia",53.0,australia
1480,162001,"bothell, washington, usa",,usa
1481,162052,"danville, virginia, usa",51.0,usa
1482,162311,"largo, florida, usa",22.0,usa
1483,162376,"lynn, massachusetts, usa",23.0,usa
1484,162538,"janesville, wisconsin, usa",49.0,usa
1485,162590,"n/a, british columbia, canada",,canada
1486,162639,"kelso, washington, usa",,usa
1487,162671,"yarmouth, nova scotia, canada",19.0,canada
1488,162738,"waterford, michigan, usa",35.0,usa
1489,162827,"seattle, washington, usa",,usa
1490,163202,"los angeles, california, usa",26.0,usa
1491,163307,"tulsa, oklahoma, usa",24.0,usa
1492,163319,"günzburg, bayern, germany",34.0,germany
1493,163326,"gum spring, virginia, usa",28.0,usa
1494,163329,"bellingham, washington, usa",,usa
1495,163358,"toronto, ontario, canada",21.0,canada
1496,163430,"huntsville, texas, usa",,usa
1497,163488,"salem, ohio, usa",24.0,usa
1498,163570,"lincoln, new brunswick, canada",50.0,canada
1499,163804,"bonaire, georgia, usa",43.0,usa
1500,163851,"phoenix, arizona, usa",26.0,usa
1501,163973,"são paulo, são paulo, brazil",46.0,brazil
1502,164096,"lisboa, lisboa, portugal",29.0,portugal
1503,164323,"delta, british columbia, canada",31.0,canada
1504,164480,"bronx, new york, usa",44.0,usa
1505,164533,"sitges, barcelona, spain",46.0,spain
1506,164581,"costa da caparica, ,",30.0,
1507,164584,"manchester, new hampshire, usa",52.0,usa
1508,164675,"portland, oregon, usa",55.0,usa
1509,164728,"studio city, california, usa",,usa
1510,164828,"duncanville, alabama, usa",,usa
1511,165183,"tulsa, oklahoma,",60.0,
1512,165267,"north bergen, new jersey, usa",27.0,usa
1513,165268,"madras, oregon, usa",73.0,usa
1514,165308,"new berlin, wisconsin, usa",33.0,usa
1515,165319,"tucson, arizona, usa",28.0,usa
1516,165345,"rohnert park, california, usa",,usa
1517,165758,"st. catharines, ontario, canada",,canada
1518,165806,"cardiff, wales, united kingdom",57.0,kingdom
1519,165866,"ashville, alabama, usa",27.0,usa
1520,165884,"louisville, kentucky, usa",,usa
1521,166017,"chicago, illinois, usa",38.0,usa
1522,166123,"cortez, colorado, usa",32.0,usa
1523,166391,"hanover, pennsylvania, usa",60.0,usa
1524,166409,"richmond, virginia, usa",63.0,usa
1525,166596,"greenwood, british columbia, canada",57.0,canada
1526,166824,"nova, virginia, usa",,usa
1527,166922,"london, england, united kingdom",26.0,kingdom
1528,167052,"delft, zuid holland, netherlands",29.0,netherlands
1529,167349,"keller, texas, usa",33.0,usa
1530,167471,"milton, ontario, canada",29.0,canada
1531,167478,"perth, western australia, australia",28.0,australia
1532,167587,"anaheim hills, ,",22.0,
1533,167614,"seattle, washington, usa",46.0,usa
1534,167678,"belton, tx, usa",35.0,usa
1535,167746,"charlestown, massachusetts, usa",32.0,usa
1536,167800,"olive branch, mississippi, usa",57.0,usa
1537,167812,"vancouver, washington, usa",38.0,usa
1538,168047,"oxford, connecticut, usa",28.0,usa
1539,168064,"fredericton, new brunswick, canada",,canada
1540,168144,"oceanside, california, usa",46.0,usa
1541,168245,"delisle, saskatchewan, canada",37.0,canada
1542,168642,"seattle, washington, usa",24.0,usa
1543,168816,"santa clara, california, usa",35.0,usa
1544,168954,"manhattan, kansas, usa",29.0,usa
1545,169233,"chicago, illinois, usa",27.0,usa
1546,169309,"east lansing, michigan, usa",,usa
1547,169663,"towson, maryland, usa",,usa
1548,169682,"minneapolis, minnesota, usa",26.0,usa
1549,169699,"vadnais heights, minnesota, usa",40.0,usa
1550,169735,"nisswa, minnesota, usa",,usa
1551,169779,"st. charles, missouri, usa",36.0,usa
1552,169781,"portland, oregon, usa",21.0,usa
1553,169824,"denver, california, usa",35.0,usa
1554,170077,"muskegon, michigan, usa",58.0,usa
1555,170154,"lisboa, lisboa, portugal",31.0,portugal
1556,170184,"melton mowbray, england, united kingdom",51.0,kingdom
1557,170227,"stevenage, england, united kingdom",33.0,kingdom
1558,170513,"butler, pennsylvania, usa",,usa
1559,170595,"maiden, north carolina, usa",34.0,usa
1560,170634,"crystal lake, illinois, usa",,usa
1561,170724,"burbank, california, usa",43.0,usa
1562,170762,"lansing, michigan, usa",60.0,usa
1563,170861,"hopkinton, massachusetts, usa",44.0,usa
1564,170947,"sheldon, iowa, usa",35.0,usa
1565,171045,"foster city, ,",44.0,
1566,171118,"toronto, ontario, canada",47.0,canada
1567,171295,"silver spring, maryland, usa",27.0,usa
1568,171445,"berkeley, california, usa",37.0,usa
1569,171602,"bainbridge island, washington, usa",37.0,usa
1570,171818,"sacramento, california, usa",31.0,usa
1571,171904,"urduliz, bizkaia, spain",28.0,spain
1572,171970,"elmhurst, illinois, usa",,usa
1573,172030,"rainsville, alabama, usa",30.0,usa
1574,172061,"portland, oregon, usa",25.0,usa
1575,172091,"cherry creek, new york, usa",58.0,usa
1576,172512,"louisville, kentucky, usa",25.0,usa
1577,172539,"lakewood, california, usa",,usa
1578,172676,"long beach, california, usa",29.0,usa
1579,172700,"portland, oregon, usa",33.0,usa
1580,172742,"astoria, oregon, usa",44.0,usa
1581,172760,"san antonio, texas, usa",29.0,usa
1582,173131,"sydney, new south wales, australia",25.0,australia
1583,173291,"greensboro, north carolina, usa",29.0,usa
1584,173415,"chicago, illinois, usa",31.0,usa
1585,173481,"arlington, texas, usa",69.0,usa
1586,173486,"citronelle, alabama, usa",45.0,usa
1587,173679,"regensburg, bavaria, germany",27.0,germany
1588,173684,"chula vista, california, usa",15.0,usa
1589,173860,"chicago, illinois, usa",48.0,usa
1590,174034,"surrey, british columbia, canada",50.0,canada
1591,174092,"holybourne, england, united kingdom",34.0,kingdom
1592,174216,"hamilton, ohio, usa",36.0,usa
1593,174304,"st. louis, missouri, usa",26.0,usa
1594,174326,"winnipeg, manitoba, canada",38.0,canada
1595,174428,"morrisville, north carolina, usa",37.0,usa
1596,174596,"jackson heights, new york, usa",,usa
1597,174726,"san diego, california, usa",,usa
1598,174791,"long beach, california, usa",38.0,usa
1599,174830,"college station, texas, usa",,usa
1600,174892,"milford, connecticut,",,
1601,174914,"perth, western australia, australia",33.0,australia
1602,175052,"chicago, illinois, usa",57.0,usa
1603,175100,"walled lake, ,",55.0,
1604,175117,"royersford, pennsylvania, usa",,usa
1605,175271,"bellevue, idaho, usa",55.0,usa
1606,175278,"san diego, california, usa",,usa
1607,175636,"san antonio, texas, usa",46.0,usa
1608,175978,"somewhere, new jersey, usa",27.0,usa
1609,176214,"springdale, arkansas, usa",34.0,usa
1610,176256,"andrews, indiana, usa",32.0,usa
1611,176348,"louisville, kentucky, usa",33.0,usa
1612,176481,"toronto, ontario, canada",,canada
1613,176597,"madison, wisconsin, usa",34.0,usa
1614,177040,"cicero, new york, usa",27.0,usa
1615,177072,"moberly, missouri, usa",47.0,usa
1616,177090,"ashland, missouri, usa",37.0,usa
1617,177091,"forest grove, oregon, usa",36.0,usa
1618,177186,"charleston, south carolina, usa",42.0,usa
1619,177295,"haslett, michigan, usa",41.0,usa
1620,177374,"kingston, washington, usa",,usa
1621,177375,"w.m., pennsylvania, usa",42.0,usa
1622,177432,"wichita, kansas, usa",33.0,usa
1623,177458,"ottawa, ontario, canada",29.0,canada
1624,177690,"nottingham, maryland, usa",27.0,usa
1625,178035,"pembroke, , canada",81.0,canada
1626,178079,"north las vegas, nevada, usa",55.0,usa
1627,178199,"amarillo, texas, usa",,usa
1628,178201,"saint louis, ,",,
1629,178240,"olive branch, mississippi, usa",49.0,usa
1630,178522,"somerset, ,",,
1631,178597,"san diego, california, usa",,usa
1632,178667,"freehold, new jersey, usa",34.0,usa
1633,178797,"porto, porto, portugal",29.0,portugal
1634,178914,"bradenton, florida, usa",,usa
1635,178920,"san francisco, california, usa",31.0,usa
1636,179019,"little falls, new york,",,
1637,179075,"hampton, , usa",82.0,usa
1638,179118,"west lafayette, indiana, usa",28.0,usa
1639,179288,"russell, massachusetts, usa",50.0,usa
1640,179327,"franklin, tennessee, usa",18.0,usa
1641,179433,"raleigh, north carolina, usa",42.0,usa
1642,179718,"leroy, ,",39.0,
1643,179730,"harmony, rhode island, usa",,usa
1644,179734,"greenville, texas, usa",26.0,usa
1645,179739,"aurora, ontario, canada",42.0,canada
1646,179772,"high river, alberta, canada",37.0,canada
1647,179791,"sydney, new south wales, australia",22.0,australia
1648,179826,"oldham, england, united kingdom",22.0,kingdom
1649,179978,"perry, new york, usa",28.0,usa
1650,180348,"fredericksburg, virginia, usa",40.0,usa
1651,180378,"calgary, alberta, canada",38.0,canada
1652,180586,"creston, british columbia, canada",,canada
1653,180651,"coventry, england, united kingdom",54.0,kingdom
1654,180957,"adelaide, south australia, australia",,australia
1655,181077,"rosebud, alberta, canada",35.0,canada
1656,181176,"st. louis, missouri, usa",43.0,usa
1657,181452,"cincinnati, ohio, usa",,usa
1658,181687,"austin, texas, usa",29.0,usa
1659,181714,"boulder, colorado, usa",28.0,usa
1660,181995,"saint symphorien, haineut, belgium",25.0,belgium
1661,182053,"london, ontario, canada",30.0,canada
1662,182085,"ginsheim, hessen, germany",,germany
1663,182202,"black hawk, south dakota, usa",20.0,usa
1664,182403,"memphis, tennessee, usa",35.0,usa
1665,182442,"ithaca, new york, usa",,usa
1666,182459,"fort wayne, indiana, usa",28.0,usa
1667,182527,"pekin, illinois, usa",62.0,usa
1668,182599,"montréal, quebec, canada",35.0,canada
1669,182969,"minneapolis, minnesota, usa",36.0,usa
1670,182993,"carneys point, new jersey, usa",40.0,usa
1671,183046,"toronto, ontario, canada",,canada
1672,183101,"kingsport, tennessee, usa",15.0,usa
1673,183187,"williamsport, pennsylvania, usa",48.0,usa
1674,183196,"peoria, illinois, usa",33.0,usa
1675,183347,"ft. meade, maryland, usa",35.0,usa
1676,183883,"washington, dc, usa",35.0,usa
1677,183995,"columbus (grandview heights), ohio, usa",49.0,usa
1678,184279,"san angelo, texas, usa",29.0,usa
1679,184299,"omaha, nebraska, usa",31.0,usa
1680,184365,"portland, oregon, usa",,usa
1681,184401,"olympia, washington, united state",55.0,state
1682,184424,"dayton, ohio, usa",44.0,usa
1683,184513,"navarre, florida, usa",61.0,usa
1684,184532,"des moines, iowa, usa",28.0,usa
1685,184789,"vancouver, british columbia, canada",34.0,canada
1686,185011,"mountain brook, alabama, usa",42.0,usa
1687,185140,"kuching, , malaysia",29.0,malaysia
1688,185147,"canaan, new york, usa",33.0,usa
1689,185176,"dayton, ohio, usa",37.0,usa
1690,185233,"winnemucca, nevada, usa",31.0,usa
1691,185275,"seattle, washington, usa",32.0,usa
1692,185384,"st. charles, missouri, usa",,usa
1693,185450,"cantonment, florida, usa",35.0,usa
1694,185634,"fridley, minnesota, usa",,usa
1695,185671,"houston, texas, usa",38.0,usa
1696,185677,"tampa, florida, usa",,usa
1697,185722,"long beach, california, usa",24.0,usa
1698,185771,"alexandria, virginia, usa",39.0,usa
1699,186527,"richmond, vermont, usa",37.0,usa
1700,186570,"rantoul, illinois, usa",28.0,usa
1701,186762,"mcclelland, iowa, usa",18.0,usa
1702,186837,"schofield, wisconsin, usa",39.0,usa
1703,187065,"red feather lakes, ,",,
1704,187145,"grapeview, washington, usa",65.0,usa
1705,187256,"citrus heights, california, usa",,usa
1706,187410,"kansas city, n/a, usa",100.0,usa
1707,187425,"san francisco, california, usa",12.0,usa
1708,187517,"brooklyn, new york, usa",28.0,usa
1709,187520,"hull, england, united kingdom",29.0,kingdom
1710,187574,"metuchen, new jersey, usa",,usa
1711,187613,"olympia, washington, usa",19.0,usa
1712,187624,"mountlake terrace, washington, usa",34.0,usa
1713,187762,"rapid city, south dakota, usa",24.0,usa
1714,187801,"barcelona, catalunya, spain",47.0,spain
1715,187822,"el dorado hills, california, usa",37.0,usa
