,Name,Birth Year,Genres,Books
1016,Helen Zahavi,,,[]
1017,Sue Townsend,1946.0,Dramafictionscreenplay,"['Columbine (book)', 'Nobody Left to Hate', ""Rachel's Tears""]"
1018,Susan Price,1955.0,"['Young adult science fiction novel', ' time travel']","['The Ghost Drum', 'The Sterkarm Handshake']"
1019,Garth Nix,1963.0,"['Young adult', "" children's"", ' Fantasy', ' Science Fiction']","['Sabriel', 'Lirael', 'Abhorsen', 'Castle (novel)', 'Aenir', 'Above the Veil', 'Into Battle (novel)', 'The Violet Keystone', 'Mister Monday', 'Grim Tuesday', 'Drowned Wednesday', 'Sir Thursday', 'Lady Friday', 'Superior Saturday', 'Lord Sunday', ""Shade's Children"", 'Mister Monday', 'Grim Tuesday', 'Drowned Wednesday', 'Sir Thursday', 'Lady Friday', 'Superior Saturday', 'Lord Sunday', 'Sabriel', 'Lirael', 'Abhorsen', 'The Fall (Nix novel)', 'Castle (novel)', 'Aenir', 'Above the Veil', 'Into Battle (novel)', 'The Violet Keystone', 'The Ragwitch', ""Shade's Children"", 'A Confusion of Princes']"
1020,Rosemary Sutcliff,1920.0,['Historical'],"[""Merlin's Ring"", ""Merlin's Ring"", 'The Sword in the Stone (novel)', 'The Sword in the Stone (novel)', 'The Ill-Made Knight', 'The Candle in the Wind', 'The Book of Merlyn', 'The Lantern Bearers (Sutcliff novel)', 'The Lantern Bearers (Sutcliff novel)', 'Sword at Sunset', 'Tristan and Iseult (novel)', 'The Light Beyond the Forest', 'The Light Beyond the Forest', 'The Sword and the Circle', 'The Road to Camlann', 'The Crystal Cave', 'The Crystal Cave', 'The Hollow Hills', 'The Last Enchantment', 'The Wicked Day', 'The Prince and the Pilgrim', 'Taliesin', 'Taliesin', 'Child of the Northern Spring', 'Child of the Northern Spring', 'Queen of the Summer Stars', 'Guinevere: The Legend in Autumn', 'The Knight of the Sacred Lake', 'Firelord (novel)', 'Firelord (novel)', 'The Singing Sword', 'The Singing Sword', ""The Eagles' Brood"", 'The Saxon Shore', 'The Eagle (novel)', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 11: The Eternal Flame']"
1021,Steve Alten,1959.0,['Science fiction horror'],"['Meg: Primal Waters', 'Meg: Nightstalkers', 'Meg: Generations', 'The Loch (novel)', 'Goliath (Alten novel)', 'Meg: A Novel of Deep Terror', 'The Trench (novel)', 'Meg: Primal Waters', ""Meg: Hell's Aquarium"", 'Meg: Nightstalkers', 'Meg: Generations', 'Goliath (Alten novel)', 'The Loch (novel)', 'Meg: A Novel of Deep Terror', 'The Trench (novel)', 'Meg: Primal Waters', ""Meg: Hell's Aquarium"", 'Meg: Nightstalkers', 'Meg: Generations']"
1022,David Mitchell,,,
1023,"James P., Blaylock",,,
1024,Caroline B. Cooney,1947.0,,"['Forbidden (Cooney novel)', 'The Terrorist (novel)', 'Hush Little Baby (novel)', 'Code Orange (novel)']"
1025,Audre Lorde,1934.0,PoetryNonfiction,[]
1026,Christopher Brookmyre,1968.0,,[]
1027,Shaun Hutson,1958.0,"Suspense, horror fiction, science fiction, thrillers, fantasy",[]
1028,Steve Lyons,,,
1029,Todd McCaffrey,1956.0,['Science fiction'],['Dragonsblood']
1030,"Edward Plunkett, 18th Baron Dunsany",1878.0,"Crime, high fantasy, horror, science fiction, weird fiction",[]
1031,Daniel Pinkwater,1941.0,"['Science fiction', ' Young adult novel']","['The Big Orange Splot', 'The Hoboken Chicken Emergency', 'Alan Mendelsohn, the Boy from Mars', 'Yobgorgle: Mystery Monster of Lake Ontario', 'The Worms of Kukumlima', 'The Education of Robert Nifkin', 'The Big Orange Splot', 'The Hoboken Chicken Emergency', 'Alan Mendelsohn, the Boy from Mars', 'Yobgorgle: Mystery Monster of Lake Ontario', 'The Worms of Kukumlima', 'Borgel', 'The Education of Robert Nifkin']"
1032,Megan Whalen Turner,1965.0,"['Young-adult fantasy', ' political fiction']","['The Thief (Turner novel)', 'The Queen of Attolia', 'The King of Attolia', 'A Conspiracy of Kings', 'Thick as Thieves (Turner novel)']"
1033,Bruce Coville,1950.0,Young adult fiction,[]
1034,Thomas More,1478.0,['Political satire'],"['V.', 'The Crying of Lot 49', ""Gravity's Rainbow"", 'Vineland', 'Mason &amp; Dixon', 'Against the Day', 'Inherent Vice', 'Bleeding Edge (novel)']"
1035,Alexander McCall Smith,1948.0,"Fiction, crime fiction, children's books, academic non-fiction",[]
1036,Ernest Callenbach,1929.0,,[]
1037,Harold Keith,,,[]
1038,Fred Gipson,,,[]
1039,Herman Melville,1819.0,['Poetry'],"['Typee', 'Omoo', 'Mardi', 'Redburn', 'White-Jacket', 'Moby-Dick', 'Pierre; or, The Ambiguities', 'Israel Potter', 'The Confidence-Man', 'Battle-Pieces and Aspects of the War']"
1040,Aristophanes,,,[]
1041,David Drake,1945.0,['Science fiction'],"[""Hammer's Slammers"", 'Queen of Demons', 'Servant of the Dragon', 'The Gods Return', 'Northworld', 'The Dragon Lord (Drake novel)', 'The Forlorn Hope', ""Hammer's Slammers"", 'Queen of Demons', 'Servant of the Dragon', 'The Gods Return', 'Northworld', 'With the Lightnings', 'The Dragon Lord (Drake novel)', 'The Forlorn Hope', 'Ranks of Bronze']"
1042,Jonathan Carroll,1949.0,['Science fiction'],"['The Land of Laughs', 'After Silence', 'After Silence', 'Glass Soup', 'Black Cocktail', 'Bones of the Moon', 'Sleeping in Flame', 'A Child Across the Sky', 'Outside the Dog Museum', 'After Silence', 'From the Teeth of Angels', 'The Land of Laughs', 'White Apples', 'Glass Soup', 'Black Cocktail']"
1043,David Graham,,,
1044,Edith Pargeter,1913.0,['Historical fiction'],"['Hortensius, Friend of Nero']"
1045,Norman Mailer,1923.0,,[]
1046,Louis L'Amour,1908.0,"['Science fiction', ' adventure', ' weird West']","['Silver Canyon', 'The Tall Stranger', 'Shalako (novel)', 'The Ferguson Rifle', 'The Walking Drum', 'Last of the Breed', 'The Haunted Mesa']"
1047,Persia Woolley,1935.0,"Historical fiction, Fantasy","[""Merlin's Ring"", ""Merlin's Ring"", 'The Sword in the Stone (novel)', 'The Sword in the Stone (novel)', 'The Ill-Made Knight', 'The Candle in the Wind', 'The Book of Merlyn', 'The Lantern Bearers (Sutcliff novel)', 'The Lantern Bearers (Sutcliff novel)', 'Sword at Sunset', 'Tristan and Iseult (novel)', 'The Light Beyond the Forest', 'The Light Beyond the Forest', 'The Sword and the Circle', 'The Road to Camlann', 'The Crystal Cave', 'The Crystal Cave', 'The Hollow Hills', 'The Last Enchantment', 'The Wicked Day', 'The Prince and the Pilgrim', 'Taliesin', 'Taliesin', 'Child of the Northern Spring', 'Child of the Northern Spring', 'Queen of the Summer Stars', 'Guinevere: The Legend in Autumn', 'The Knight of the Sacred Lake', 'Firelord (novel)', 'Firelord (novel)', 'The Singing Sword', 'The Singing Sword', ""The Eagles' Brood"", 'The Saxon Shore', 'The Eagle (novel)', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 11: The Eternal Flame']"
1048,Samuel Beckett,1906.0,,[]
1049,"Benjamin Disraeli, 1st Earl of Beaconsfield",1804.0,,[]
1050,Dean R. Koontz,1945.0,"['Suspense', ' Horror novel']","['The Flesh in the Furnace', 'Chase (novel)', 'Shattered (Koontz novel)', 'Dragonfly (Koontz novel)', 'Invasion (Koontz novel)', 'Night Chills', 'The Face of Fear', 'The Vision (novel)', 'The Key to Midnight', 'The Voice of the Night', 'The Funhouse (novel)', 'Whispers (Koontz novel)', 'The Mask (Koontz novel)', 'The Eyes of Darkness', 'The House of Thunder', 'Phantoms (novel)', 'Darkfall (Koontz novel)', 'The Servants of Twilight', 'Twilight Eyes', 'The Door to December', 'Strangers (Koontz novel)', 'Watchers (novel)', 'Shadow Fires', 'Midnight (Koontz novel)', 'The Bad Place', 'Cold Fire (Koontz novel)', 'Hideaway (novel)', 'Mr. Murder (novel)', 'Dragon Tears', 'Invasion (Koontz novel)', 'Dark Rivers of the Heart', 'Icebound (novel)', 'Intensity (novel)', 'Ticktock (novel)', 'Sole Survivor (novel)', 'Fear Nothing', 'Seize the Night (novel)', 'False Memory (novel)', 'From the Corner of His Eye', 'One Door Away from Heaven', 'By the Light of the Moon (novel)', 'The Face (Koontz novel)', 'Odd Thomas (novel)', 'The Taking', 'Life Expectancy (novel)', 'Prodigal Son (novel)', 'Velocity (novel)', 'City of Night (Koontz and Gorman novel)', 'Forever Odd', 'The Husband', 'Brother Odd', 'The Good Guy', 'The Darkest Evening of the Year', 'Odd Hours', 'Your Heart Belongs to Me (novel)', 'Relentless (Koontz novel)', 'Dead and Alive (Koontz novel)', 'Breathless (novel)', 'Lost Souls (Koontz novel)', 'What the Night Knows', 'The Dead Town', 'Odd Apocalypse', 'Deeply Odd', 'Mr. Murder (miniseries)']"
1051,Bruce Marshall,,,
1052,F. Paul Wilson,1946.0,['Science fiction'],"['2001: A Space Odyssey (novel)', '2061: Odyssey Three', '3001: The Final Odyssey', 'The Sands of Mars', 'Islands in the Sky', ""Childhood's End"", 'Earthlight', 'The City and the Stars', 'The Deep Range', 'Dolphin Island (novel)', 'Glide Path', 'Imperial Earth', 'The Ghost from the Grand Banks', 'The Hammer of God (Clarke novel)']"
1053,Robert McCammon,,['Horror'],['They Thirst']
1054,George R. R. Martin,1948.0,"['Horror', ' Mystery', ' fantasy']","['A Game of Thrones', 'A Game of Thrones', 'A Clash of Kings', 'A Storm of Swords', 'A Feast for Crows', 'A Dance with Dragons', 'Fire &amp; Blood (novel)', 'Fire &amp; Blood (novel)', 'Dying of the Light (Martin novel)', 'Fevre Dream', 'The Armageddon Rag']"
1055,Charles L. Grant,1942.0,"Horror, dark fantasy, science fiction",[]
1056,Pat Frank,1907.0,,[]
1057,Maggie Gee,,,
1058,James P. Carse,1932.0,,[]
1059,Robert Westall,1929.0,['Historical novel'],"['The Machine Gunners', 'Fathom Five (novel)', 'The Scarecrows', 'Urn Burial (novel)', 'Blitzcat']"
1060,Watty Piper,,,['The Adventures of Beekle: The Unimaginary Friend']
1061,Steven Gould,1955.0,"['Science fiction', ' Fantasy novel']","['Reflex (novel)', 'Exo (novel)', 'The Stars My Destination', 'Born to Exile']"
1062,Andy McNab,1959.0,,[]
1063,Douglas Clegg,1958.0,"Horror, Fantasy, Genre fiction, Dark fantasy",[]
1064,Sheila Burnford,1918.0,,[]
1065,Eleanor Cameron,1912.0,"['Science fiction', "" children's literature""]",['The Wonderful Flight to the Mushroom Planet']
1066,Robert Kimmel Smith,,,[]
1067,Aaron Allston,1960.0,['Role-playing game'],"[""The Complete Fighter's Handbook"", 'Dungeons &amp; Dragons Rules Cyclopedia']"
1068,Richard Price,1723.0,,[]
1069,Bentley Little,1960.0,,"['The Revelation (Little novel)', 'The Mailman (novel)']"
1070,Robert Goldsborough,1733.0,,"['Murder in E Minor', 'Death on Deadline', 'Fade to Black (novel)']"
1071,Gaston Leroux,1868.0,,[]
1072,Clive Cussler,1931.0,['Thriller novel'],"['The Mediterranean Caper', 'Iceberg (Cussler novel)', 'Raise the Titanic!', 'Vixen 03', 'Night Probe!', 'Pacific Vortex!', 'Deep Six (novel)', 'Cyclops (novel)', 'Treasure (Cussler novel)', 'Dragon (Cussler novel)', 'Sahara (novel)', 'Inca Gold', 'Shock Wave (novel)', 'Flood Tide (novel)', 'Atlantis Found', 'Valhalla Rising (novel)', 'Trojan Odyssey', 'Black Wind (Cussler novel)', 'Treasure of Khan', 'Arctic Drift', 'Crescent Dawn', ""Poseidon's Arrow"", 'Havana Storm', 'Celtic Empire', 'Serpent (novel)', 'Fire Ice', 'White Death (novel)', 'Polar Shift (novel)', 'The Navigator (Cussler novel)', 'Medusa (Cussler novel)', ""Devil's Gate (novel)"", 'The Storm (Cussler and Brown novel)', 'Ghost Ship (Cussler novel)', ""The Pharaoh's Secret"", 'Nighthawk (novel)', 'The Rising Sea', 'Golden Buddha (novel)', 'Sacred Stone (novel)', 'Dark Watch', 'Skeleton Coast (novel)', 'Plague Ship (Cussler novel)', 'Corsair (Cussler novel)', 'The Silent Sea', 'The Jungle (Cussler novel)', 'Typhoon Fury', 'Shadow Tyrants', 'The Chase (Cussler novel)', 'The Spy (Cussler novel)', 'The Striker', 'The Gangster (novel)', 'Lost Empire (novel)', 'The Kingdom (Cussler and Blackwood novel)', 'The Tombs (novel)', 'The Mayan Secrets', 'The Solomon Curse', 'The Romanov Ransom']"
1073,Justin Cronin,1962.0,['Dystopian fiction'],['The Ferryman (novel)']
1074,Garry Kilworth,,['Fantasy'],"['Thunder Oak', 'Castle Storm', 'The Night of Kadar', 'A Theatre of Timesmiths', ""A Midsummer's Nightmare (novel)"", 'Attica (novel)']"
1075,Janice Woods Windle,1938.0,,[]
1076,Lois Lenski,1893.0,"Children's novels, picture books",[]
1077,Connie Mason,1937.0,,[]
1078,Doris Gates,1901.0,Realistic children's literature,[]
1079,Sam McBratney,1943.0,,[]
1080,"Alfred Tennyson, 1st Baron Tennyson",1809.0,,[]
1081,Helen Dunmore,1952.0,"[""Children's fantasy""]","['Talking to the Dead (novel)', 'Love of Fat Men', 'Ingo (novel)', 'Ingo (novel)', 'The Tide Knot', 'The Deep (Dunmore novel)', 'The Crossing of Ingo']"
1082,Suzanne Somers,1946.0,,[]
1083,S. Fowler Wright,1874.0,"science fiction, mystery fiction, poetry",[]
1084,Sylvia Plath,1932.0,Poetryfictionshort story,[]
1085,"William F. Buckley, Jr.",1925.0,,[]
1086,Emlyn Williams,1905.0,,[]
1087,Frederic S. Durbin,,"fantasy, horror",[]
1088,Moss Hart,1904.0,,"['You Never Know (musical)', 'On Your Toes']"
1089,Norma Klein,1938.0,Young adult fiction,[]
1090,Joan Lindsay,1896.0,"[""Children's literature""]","['Through Darkest Pondelayo', 'Time Without Clocks', 'Picnic at Hanging Rock (novel)', 'Syd Sixpence']"
1091,Jonathan Lethem,1964.0,,"['Gun, with Occasional Music', 'Amnesia Moon', 'As She Climbed Across the Table', 'Girl in Landscape', 'Motherless Brooklyn (novel)', 'The Fortress of Solitude (novel)', ""You Don't Love Me Yet"", 'Chronic City', 'Dissident Gardens', ""A Gambler's Anatomy"", 'Omega the Unknown']"
1092,Karl Schroeder,1962.0,Science fiction,[]
1093,Nancy Holder,1953.0,['Horror novel'],['The Longest Night (Angel novel)']
1094,Eric S. Nylund,1964.0,['Military science fiction'],"['Halo: The Fall of Reach', 'Halo: First Strike', 'Halo: Ghosts of Onyx']"
1095,L. Neil Smith,1946.0,Libertarian science fiction,[]
1096,Ian Stewart,,,
1097,John Fowles,1926.0,,"['The Collector', ""The French Lieutenant's Woman"", 'Daniel Martin (novel)', 'Mantissa (novel)', 'A Maggot', 'The Tree (book)']"
1098,Rosamunde Pilcher,1924.0,Romance,[]
1099,Thomas Mann,1875.0,"Novel, novella",[]
1100,Chris Van Allsburg,1949.0,['Fiction novel'],"[""Winter's Tale (novel)"", 'A Soldier of the Great War', 'Memoir From Antproof Case', 'Freddy and Fredericka']"
1101,Patrick McCabe,,,
1102,Gail Carriger,1976.0,"['Steampunk', ' Young adult']","['Soulless (novel)', 'Changeless (novel)', 'Blameless (novel)', 'Heartless (Carriger novel)', 'Timeless (Carriger novel)', 'Etiquette &amp; Espionage']"
1103,Mary Johnston,1870.0,,[]
1104,James Rollins,1961.0,['Thriller fantasy novel'],"[""Jake Ransom and the Skull King's Shadow""]"
1105,Al Franken,1951.0,['Political satire'],"['Rush Limbaugh Is a Big Fat Idiot and Other Observations', 'Why Not Me? (novel)', 'Oh, the Things I Know!', 'Lies and the Lying Liars Who Tell Them', 'The Truth (with Jokes)']"
1106,Don Perrin,1964.0,,[]
1107,Joe Sacco,1960.0,"['Comics', ' New journalism']","['Safe Area Goražde', 'Footnotes in Gaza']"
1108,Michael Swanwick,1950.0,['Science fantasy'],"['Vacuum Flowers', 'Stations of the Tide', ""The Iron Dragon's Daughter"", 'Jack Faust (novel)', 'The Periodic Table of Science Fiction', 'Vacuum Flowers', 'Stations of the Tide', ""The Iron Dragon's Daughter"", 'Jack Faust (novel)', 'Bones of the Earth', 'The Dragons of Babel', 'The Periodic Table of Science Fiction']"
1109,Yevgeny Zamyatin,1884.0,"Science fiction, satire",[]
1110,B. W. Battin,,,
1111,Brian Aldiss,1925.0,,['Science Fiction Quiz']
1112,Thomas Bernhard,1931.0,,[]
1113,Anya Seton,1904.0,Historical fiction,[]
1114,Paul Bannister,,,[]
1115,Roderick Thorp,1936.0,Crime,[]
1116,Zilpha Keatley Snyder,1927.0,"Fantasy novels, mainly",[]
1117,Glen Cook,1944.0,"['Science fiction', ' time travel']","['Sweet Silver Blues', 'Bitter Gold Hearts', 'Cold Copper Tears', 'Old Tin Sorrows', 'Dread Brass Shadows', 'Red Iron Nights', 'Deadly Quicksilver Lies', 'Petty Pewter Gods', 'Faded Steel Heat', 'Angry Lead Skies', 'Whispering Nickel Idols', 'Cruel Zinc Melodies', 'Gilded Latten Bones', 'A Shadow of All Night Falling', 'A Shadow of All Night Falling', ""October's Baby"", 'All Darkness Met', 'A Matter of Time (Cook novel)']"
1118,Amin Maalouf,1949.0,,[]
1119,Barry Hughart,1934.0,"Fantasy, Chinoiserie",[]
1120,Tracy Kidder,1945.0,"[""Children's novel""]","['How to Survive Summer Camp', 'Glubbslyme', 'Take a Good Look (novel)', 'The Story of Tracy Beaker', 'The Suitcase Kid', 'The Mum Minder', 'The Bed and Breakfast Star', 'Double Act (novel)', 'Bad Girls (Wilson novel)', 'The Lottie Project', 'The Illustrated Mum', 'Lizzie Zipmouth', 'Vicky Angel', 'Sleepovers (book)', 'Dustbin Baby', 'Secrets (novel)', 'The Worry Website', 'Midnight (Wilson novel)', 'Best Friends (Wilson novel)', 'The Diamond Girls', 'Clean Break (novel)', 'Love Lessons (novel)', 'Candyfloss (novel)', 'Kiss (Wilson novel)', 'My Sister Jodie', 'Cookie (novel)', 'Hetty Feather', 'Little Darlings (Wilson novel)', 'The Longest Whale Song', 'Lily Alone', 'Sapphire Battersea', 'The Worst Thing About My Sister', 'Four Children and It', 'Katy (novel)', 'Love Frankie']"
1121,Gregory Benford,1941.0,"Science fiction, hard science fiction",[]
1122,Walter J. Williams,,,"['Hardwired (novel)', 'Hardwired (novel)', 'Angel Station (novel)', 'Angel Station (novel)', 'Aristoi (novel)', 'Implied Spaces']"
1123,Zane Grey,1872.0,['Western novel'],"['The Spirit of the Border', 'Riders of the Purple Sage', 'Last of the Duanes (novel)', 'The Lone Star Ranger', 'The Rainbow Trail', 'The Border Legion', 'Man of the Forest (novel)', 'Tonto Basin (novel)', 'To the Last Man (Grey novel)', 'The Day of the Beast (novel)', 'The Call of the Canyon (novel)', 'Under the Tonto Rim (novel)', 'Forlorn River', 'Nevada (Grey novel)']"
1124,Eric L. Harry,1958.0,['Alternate history novel'],"['Justinian (novel)', 'Over the Wine Dark Sea', ""The Gryphon's Skull"", 'The Sacred Land', 'Owls to Athens', 'The Stolen Throne', 'The Stolen Throne', 'Worldwar: In the Balance', 'Worldwar: In the Balance', 'Worldwar: Tilting the Balance', 'Worldwar: Upsetting the Balance', 'Worldwar: Striking the Balance', 'Colonization: Second Contact', 'Colonization: Second Contact', 'Colonization: Down to Earth', 'Colonization: Aftershocks', 'Homeward Bound (Turtledove novel)', 'How Few Remain', 'The Great War: American Front', 'The Great War: American Front', 'The Great War: Walk in Hell', 'American Empire: Blood and Iron', 'American Empire: Blood and Iron', 'American Empire: The Center Cannot Hold', 'American Empire: The Victorious Opposition', 'Settling Accounts: Return Engagement', 'Settling Accounts: Return Engagement', 'Settling Accounts: Drive to the East', 'Settling Accounts: The Grapple', 'Settling Accounts: In at the Death', 'Into the Darkness (novel)', 'Darkness Descending', 'Through the Darkness (novel)', 'Rulers of the Darkness', 'Jaws of Darkness', 'Out of the Darkness (Turtledove novel)', 'Sentry Peak', 'Marching Through Peachtree', 'Advance and Retreat', 'Days of Infamy series', 'Days of Infamy series', 'Beyond the Gap', 'The War That Came Early', 'The War That Came Early']"
1125,Giuseppe Tomasi di Lampedusa,1896.0,,[]
1126,Mairuth Sarsfield,,,[]
1127,Khaled Hosseini,1965.0,,"['The Kite Runner', 'A Thousand Splendid Suns', 'And the Mountains Echoed', 'Sea Prayer', 'The Kite Runner', 'A Thousand Splendid Suns', 'And the Mountains Echoed', 'Sea Prayer']"
1128,Daniel Mason,,,[]
1129,Alasdair Gray,1934.0,,['The Fall of Kelvin Walker: A Fable of the Sixties']
1130,Theodore Dreiser,1871.0,,[]
1131,Philip José Farmer,1918.0,,"['Fire and the Night', 'Traitor to the Living', 'Traitor to the Living', 'The Green Odyssey', 'Flesh (novel)', 'The Lovers (Farmer novella and novel)', 'Fire and the Night', 'Inside Outside (novel)', 'Tongues of the Moon', 'The Gate of Time', 'Night of Light', 'Lord Tyger', 'The Other Log of Phileas Fogg', 'Venus on the Half-Shell', 'Jesus on Mars', 'Dark Is the Sun', 'Greatheart Silver', 'A Barnstormer in Oz', 'The Lovers (Farmer novella and novel)']"
1132,Christine Feehan,,"Romance, paranormal romance, fantasy, paranormal, military thriller, suspense, adventure",[]
1133,Toby Litt,1968.0,,[]
1134,John McPhee,1931.0,,[]
1135,Robert Rankin,1949.0,['Fantasy novel'],"['Nostradamus Ate My Hamster', 'The Dance of the Voodoo Handbag', 'Apocalypso (novel)', 'Waiting for Godalming', 'The Hollow Chocolate Bunnies of the Apocalypse', 'The Witches of Chiswick', 'The Toyminator']"
1136,Michael Shaara,,,[]
1137,Andreï Makine,1957.0,,[]
1138,Sterling North,1906.0,"Novels, children's books",[]
1139,Bruce Chatwin,1940.0,"Travel writing, fiction","['Girls at Play', 'Jungle Lovers', 'Saint Jack', 'The Family Arsenal', 'The Mosquito Coast (novel)', 'Millroy the Magician', 'Kowloon Tong (novel)', 'Blinding Light', 'The Great Railway Bazaar', 'Riding the Iron Rooster', 'The Happy Isles of Oceania', 'Ghost Train to the Eastern Star', 'Waldo (novel)', 'Jungle Lovers', 'Saint Jack', 'The Family Arsenal', 'The Mosquito Coast (novel)', 'Doctor Slaughter', 'O-Zone (novel)', 'My Secret History', 'Millroy the Magician', 'Kowloon Tong (novel)', 'Blinding Light', 'The Great Railway Bazaar', 'Riding the Iron Rooster', 'The Happy Isles of Oceania', 'Ghost Train to the Eastern Star']"
1140,Joel C. Rosenberg,1967.0,"Bible prophecy, political thrillers, Middle East politics",[]
1141,RICHARD NORTH PATTERSON,,,
1142,Brian Moore,,,
1143,James Hilton,,,
1144,Richard Dawkins,1941.0,,"['The Selfish Gene', 'The Extended Phenotype', 'The Blind Watchmaker', 'River Out of Eden', 'Climbing Mount Improbable', 'Unweaving the Rainbow', ""A Devil's Chaplain"", ""The Ancestor's Tale"", 'The God Delusion', 'The Greatest Show on Earth: The Evidence for Evolution', 'The Magic of Reality', 'Flights of Fancy: Defying Gravity by Design and Evolution', 'Dawkins vs. Gould', 'The Root of All Evil?']"
1145,Jeff Noon,1957.0,['Science fiction'],"['Pollen (novel)', 'Nymphomation', 'Needle in the Groove']"
1146,Julia Phillips,1944.0,['Regency romance'],"['The Duke and I', 'The Viscount Who Loved Me', 'On the Way to the Wedding', 'The Secret Diaries of Miss Miranda Cheever', 'The Secrets of Sir Richard Kenworthy', 'The Duke and I', 'The Viscount Who Loved Me', 'On the Way to the Wedding']"
1147,Elfriede Jelinek,1946.0,"Feminism, social criticism, postdramatic theatre",[]
1148,Thomas J. Stanley,,['Autobiography'],"['Sartor Resartus', 'On Heroes, Hero-Worship, &amp; the Heroic in History', 'Past and Present (book)', ""Oliver Cromwell's Letters and Speeches"", 'Reminiscences (Carlyle)']"
1149,Jonathan Swift,1667.0,,"['A Complete Collection of Genteel and Ingenious Conversation', 'A Tale of a Tub', 'A Complete Collection of Genteel and Ingenious Conversation', 'The New Gulliver']"
1150,Pat O'Shea,,,
1151,Jean Rhys,1890.0,"Modernism, postmodernism[1][2]",[]
1152,Francisco Jimenez,,,
1153,Patricia McCormick,,,
1154,George Cockcroft,1932.0,['Science fiction'],"['The Dice Man', 'The Book of est', 'Adventures of Wim', 'Invasion (Rhinehart novel)', 'The Dice Man', 'Adventures of Wim', 'The Book of est']"
1155,Jean Webster,1876.0,['Young Adult'],"['Daddy-Long-Legs (novel)', 'Dear Enemy (novel)']"
1156,Bohumil Hrabal,1914.0,,"['The Cremator', 'The Cremator']"
1157,Tim Winton,1960.0,,"['An Open Swimmer', 'Shallows', 'In the Winter Dark', 'Cloudstreet', 'The Riders', 'Blueback (novel)', 'Dirt Music', 'Breath (novel)', 'Eyrie (novel)', 'The Collected Shorter Novels of Tim Winton', 'Jesse (picture book)', 'The Bugalugs Bum Thief']"
1158,James L. Halperin,,,[]
1159,Edmund White,1940.0,,[]
1160,Katherine Kurtz,1944.0,['Fantasy novel'],['Lammas Night']
1161,Anne McLean Matthews,,,
1162,E. L. Konigsburg,1930.0,"Children's novels, short stories, picture books",[]
1163,Junichiro Tanizaki,1886.0,"Fiction, drama, essays, silent film scenarios","['Naomi (novel)', 'Some Prefer Nettles', 'Arrowroot (novel)', 'The Secret History of the Lord of Musashi', 'The Key (Tanizaki novel)', 'Diary of a Mad Old Man (novel)']"
1164,Colin Thubron,,,[]
1165,Mary McGarry Morris,,,[]
1166,Kingsley Amis,1922.0,['Spy fiction'],"['Lucky Jim', 'That Uncertain Feeling (novel)', 'I Like It Here', 'Take a Girl Like You', 'The Anti-Death League', 'Girl, 20', 'The Alteration', ""Jake's Thing"", 'Stanley and the Women (novel)', 'The Old Devils', 'The Folks That Live on the Hill', 'The Russian Girl', 'The James Bond Dossier', 'Lucky Jim', 'That Uncertain Feeling (novel)', 'I Like It Here', 'Take a Girl Like You', 'The Anti-Death League', 'Colonel Sun', 'The Green Man (Amis novel)', 'Girl, 20', 'The Alteration', ""Jake's Thing"", 'Stanley and the Women (novel)', 'The Old Devils', 'The Folks That Live on the Hill', 'The Russian Girl', 'The James Bond Dossier', 'The Book of Bond', 'The Further Adventures of Lucky Jim', 'The Old Devils', 'Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier', 'The Rachel Papers (novel)', 'Dead Babies (novel)', 'Success (novel)', 'Other People (novel)', 'Money (novel)', 'London Fields (novel)', ""Time's Arrow (novel)"", 'The Information (novel)', 'Night Train (novel)', 'Yellow Dog (novel)', 'House of Meetings', 'The Pregnant Widow', 'Lionel Asbo: State of England', 'The Zone of Interest', 'Inside Story (novel)', 'Invasion of the Space Invaders', 'The War Against Cliché']"
1167,Jeff Gottesfeld,1956.0,,[]
